event_time,connection_id,book_ticker_bid,local_book_bid,bid_delta,book_ticker_ask,local_book_ask,ask_delta,exactly_aligned
2026-08-07T03:33:31.468000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.468000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.469000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.469000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.469000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.470000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.470000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.470000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.470000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.470000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.470000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.471000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.471000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.471000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.471000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.472000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.473000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.473000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.473000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.474000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.475000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.476000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.476000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.476000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.480000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.480000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.480000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.480000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.482000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.482000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.482000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.482000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.483000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.483000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.483000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.484000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.484000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.484000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.484000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.486000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.487000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.488000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.488000+00:00,futures-public-1,1899.96,1899.96,0.00,1899.97,1899.97,0.00,True
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.489000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.490000+00:00,futures-public-1,1899.98,1899.96,0.02,1899.99,1899.97,0.02,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.491000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.492000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.493000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
2026-08-07T03:33:31.494000+00:00,futures-public-1,1900.06,1899.96,0.10,1900.07,1899.97,0.10,False
