symbol,interval,available,warning,candle_count,trades,trades_per_year,net_return,drawdown,costs,buy_and_hold,positive_folds,signals
ETHUSDT,15m,False,INTERVAL_NOT_AVAILABLE_IN_DATABASE,,,,,,,,,
ETHUSDT,1h,True,,35063,33,8.273595698498404674160870265,-0.2765275447560661405100,1.270470357127358153094159219,77.54297639098308913700000000,-22.41283816318472438400,,158
ETHUSDT,4h,False,INTERVAL_NOT_AVAILABLE_IN_DATABASE,,,,,,,,,
ETHUSDT,1d,False,INTERVAL_NOT_AVAILABLE_IN_DATABASE,,,,,,,,,
