stream,sample_index,receive_gap_ms,exchange_event_gap_ms,sampled_from_total
depth,3879,90.460859,104.000,17554
depth,3896,103.132683,102.000,17554
depth,3914,17.757604,102.000,17554
depth,3932,102.270576,102.000,17554
depth,3949,132.68928,102.000,17554
depth,3967,101.865753,102.000,17554
depth,3984,5.594198,102.000,17554
depth,4002,97.605453,104.000,17554
depth,4019,108.209121,102.000,17554
depth,4037,0.498231,104.000,17554
depth,4054,102.235168,102.000,17554
depth,4072,114.637843,102.000,17554
depth,4090,103.426935,104.000,17554
depth,4107,75.535711,102.000,17554
depth,4125,14.700209,102.000,17554
depth,4142,161.336056,102.000,17554
depth,4160,77.650197,104.000,17554
depth,4177,110.072204,104.000,17554
depth,4195,103.809048,104.000,17554
depth,4212,100.273445,102.000,17554
depth,4230,188.63138,102.000,17554
depth,4248,101.755331,102.000,17554
depth,4265,137.54028,102.000,17554
depth,4283,102.628732,102.000,17554
depth,4300,91.462034,104.000,17554
depth,4318,58.016687,102.000,17554
depth,4335,102.372238,102.000,17554
depth,4353,158.7277,102.000,17554
depth,4370,101.756136,102.000,17554
depth,4388,94.670004,102.000,17554
depth,4406,102.354881,102.000,17554
depth,4423,102.742666,102.000,17554
depth,4441,47.792671,102.000,17554
depth,4458,103.654685,104.000,17554
depth,4476,143.446609,102.000,17554
depth,4493,102.121747,102.000,17554
depth,4511,1.128778,102.000,17554
depth,4528,42.546313,102.000,17554
depth,4546,96.620412,102.000,17554
depth,4564,62.651347,104.000,17554
depth,4581,100.263144,102.000,17554
depth,4599,138.12847,102.000,17554
depth,4616,100.994249,102.000,17554
depth,4634,134.757734,102.000,17554
depth,4651,38.473549,102.000,17554
depth,4669,101.365491,102.000,17554
depth,4686,129.354014,102.000,17554
depth,4704,101.719287,102.000,17554
depth,4722,116.636005,102.000,17554
depth,4739,101.590534,102.000,17554
depth,4757,142.296903,102.000,17554
depth,4774,68.45707,102.000,17554
depth,4792,101.987736,102.000,17554
depth,4809,110.090702,102.000,17554
depth,4827,102.424224,102.000,17554
depth,4844,101.675127,102.000,17554
depth,4862,100.830817,102.000,17554
depth,4880,128.42861,102.000,17554
depth,4897,84.633694,102.000,17554
depth,4915,101.957184,102.000,17554
depth,4932,103.122841,102.000,17554
