stream,sample_index,receive_gap_ms,exchange_event_gap_ms,sampled_from_total
depth,13411,101.749338,102.000,17554
depth,13428,102.127052,102.000,17554
depth,13446,131.493503,106.000,17554
depth,13463,79.26207,102.000,17554
depth,13481,76.378284,102.000,17554
depth,13499,101.787008,102.000,17554
depth,13516,104.072469,104.000,17554
depth,13534,17.903862,102.000,17554
depth,13551,102.196542,102.000,17554
depth,13569,432.380798,102.000,17554
depth,13586,68.623197,102.000,17554
depth,13604,101.9927,102.000,17554
depth,13621,98.895843,102.000,17554
depth,13639,99.92332,102.000,17554
depth,13657,101.721264,102.000,17554
depth,13674,102.297978,102.000,17554
depth,13692,128.130439,104.000,17554
depth,13709,103.974018,104.000,17554
depth,13727,133.34494,102.000,17554
depth,13744,37.721825,102.000,17554
depth,13762,188.672847,104.000,17554
depth,13779,1.072466,102.000,17554
depth,13797,102.460884,102.000,17554
depth,13814,109.452473,104.000,17554
depth,13832,74.794028,102.000,17554
depth,13850,102.025104,102.000,17554
depth,13867,55.866993,104.000,17554
depth,13885,171.252171,102.000,17554
depth,13902,129.093954,102.000,17554
depth,13920,101.603601,102.000,17554
depth,13937,15.786711,102.000,17554
depth,13955,102.091205,102.000,17554
depth,13972,102.202765,102.000,17554
depth,13990,86.353932,102.000,17554
depth,14008,135.980051,104.000,17554
depth,14025,101.580746,102.000,17554
depth,14043,103.821937,104.000,17554
depth,14060,2.042061,102.000,17554
depth,14078,77.15909,104.000,17554
depth,14095,103.602542,104.000,17554
depth,14113,69.100598,104.000,17554
depth,14130,101.197868,102.000,17554
depth,14148,19.716623,102.000,17554
depth,14166,161.139648,102.000,17554
depth,14183,138.995379,102.000,17554
depth,14201,102.739697,102.000,17554
depth,14218,56.921546,104.000,17554
depth,14236,7.443034,102.000,17554
depth,14253,101.799989,102.000,17554
depth,14271,0.800436,102.000,17554
depth,14288,101.563132,102.000,17554
depth,14306,130.973966,102.000,17554
depth,14324,114.116858,104.000,17554
depth,14341,102.443987,102.000,17554
depth,14359,102.144479,102.000,17554
depth,14376,182.945458,102.000,17554
depth,14394,59.507613,102.000,17554
depth,14411,101.852588,102.000,17554
depth,14429,101.029297,102.000,17554
depth,14446,101.956323,102.000,17554
depth,14464,102.274666,102.000,17554
depth,14482,103.913946,104.000,17554
depth,14499,168.28346,102.000,17554
depth,14517,69.40906,102.000,17554
depth,14534,102.691126,102.000,17554
depth,14552,102.664307,102.000,17554
depth,14569,102.328636,102.000,17554
depth,14587,104.031947,104.000,17554
depth,14604,60.870402,104.000,17554
depth,14622,161.623147,102.000,17554
depth,14640,85.705622,102.000,17554
depth,14657,102.298518,104.000,17554
depth,14675,105.293481,102.000,17554
depth,14692,104.451158,102.000,17554
depth,14710,176.127835,102.000,17554
depth,14727,99.461324,102.000,17554
depth,14745,137.204264,102.000,17554
depth,14762,107.096925,102.000,17554
depth,14780,102.044064,102.000,17554
depth,14798,56.378465,102.000,17554
depth,14815,102.124572,102.000,17554
depth,14833,159.37043,102.000,17554
depth,14850,99.675921,102.000,17554
depth,14868,114.164689,104.000,17554
depth,14885,26.87414,104.000,17554
depth,14903,101.282754,102.000,17554
depth,14920,136.992878,102.000,17554
depth,14938,102.355685,102.000,17554
depth,14956,119.138707,102.000,17554
depth,14973,102.06258,102.000,17554
depth,14991,33.405803,102.000,17554
depth,15008,76.463161,102.000,17554
depth,15026,102.025164,102.000,17554
depth,15043,124.814083,102.000,17554
depth,15061,102.210209,102.000,17554
depth,15078,121.754303,102.000,17554
depth,15096,103.937063,104.000,17554
depth,15113,155.746154,102.000,17554
depth,15131,86.098395,102.000,17554
depth,15149,102.017617,102.000,17554
depth,15166,114.932021,102.000,17554
depth,15184,101.836475,102.000,17554
depth,15201,101.184283,102.000,17554
depth,15219,102.397698,102.000,17554
depth,15236,148.901492,102.000,17554
depth,15254,83.62309,102.000,17554
depth,15271,104.010204,102.000,17554
depth,15289,18.975281,102.000,17554
depth,15307,102.28766,102.000,17554
depth,15324,166.572356,104.000,17554
depth,15342,102.482449,102.000,17554
depth,15359,125.411462,104.000,17554
depth,15377,101.800024,102.000,17554
depth,15394,110.456738,102.000,17554
depth,15412,46.437632,104.000,17554
depth,15429,102.232305,102.000,17554
depth,15447,145.877112,104.000,17554
depth,15465,101.235887,102.000,17554
depth,15482,103.738787,104.000,17554
depth,15500,102.477474,104.000,17554
depth,15517,101.789617,102.000,17554
depth,15535,58.706169,102.000,17554
depth,15552,101.760837,102.000,17554
depth,15570,121.065497,102.000,17554
depth,15587,111.210184,102.000,17554
depth,15605,29.099424,102.000,17554
depth,15623,101.543813,102.000,17554
depth,15640,104.016478,104.000,17554
depth,15658,93.797088,102.000,17554
depth,15675,102.07106,102.000,17554
depth,15693,103.963336,104.000,17554
depth,15710,101.831833,102.000,17554
depth,15728,133.433023,104.000,17554
depth,15745,99.150909,102.000,17554
depth,15763,93.608271,102.000,17554
depth,15781,37.253318,102.000,17554
depth,15798,101.241652,102.000,17554
depth,15816,37.203499,102.000,17554
depth,15833,84.214326,102.000,17554
depth,15851,137.477952,102.000,17554
depth,15868,104.032936,104.000,17554
depth,15886,92.771602,102.000,17554
depth,15903,14.962916,102.000,17554
depth,15921,103.826795,104.000,17554
depth,15939,40.708614,102.000,17554
depth,15956,2.477912,102.000,17554
depth,15974,131.253184,102.000,17554
depth,15991,100.602251,102.000,17554
depth,16009,103.758621,104.000,17554
depth,16026,61.2552,104.000,17554
depth,16044,162.874192,102.000,17554
depth,16061,89.476002,102.000,17554
depth,16079,2.665998,102.000,17554
depth,16097,116.610718,104.000,17554
depth,16114,101.832297,102.000,17554
depth,16132,102.948445,104.000,17554
depth,16149,65.570296,102.000,17554
depth,16167,159.480378,102.000,17554
depth,16184,113.757482,102.000,17554
depth,16202,101.984371,102.000,17554
depth,16219,0.49988,102.000,17554
depth,16237,101.803332,102.000,17554
depth,16255,158.9407,102.000,17554
depth,16272,309.891168,102.000,17554
depth,16290,114.386557,104.000,17554
depth,16307,25.696548,102.000,17554
depth,16325,83.423428,102.000,17554
depth,16342,132.373191,102.000,17554
depth,16360,104.105116,104.000,17554
depth,16377,103.912671,104.000,17554
depth,16395,102.115136,102.000,17554
depth,16412,101.852142,102.000,17554
depth,16430,52.639312,104.000,17554
depth,16448,102.443946,102.000,17554
depth,16465,118.183646,104.000,17554
depth,16483,103.979764,104.000,17554
depth,16500,101.819508,102.000,17554
depth,16518,101.754095,102.000,17554
depth,16535,153.299598,102.000,17554
depth,16553,105.297357,102.000,17554
depth,16570,102.15299,102.000,17554
depth,16588,103.871621,104.000,17554
depth,16606,101.539889,102.000,17554
depth,16623,164.745824,102.000,17554
depth,16641,106.302335,102.000,17554
depth,16658,112.848124,104.000,17554
depth,16676,102.119884,102.000,17554
depth,16693,101.783193,102.000,17554
depth,16711,50.904699,102.000,17554
depth,16728,101.989361,102.000,17554
depth,16746,136.586438,102.000,17554
depth,16764,101.143388,102.000,17554
depth,16781,103.962483,104.000,17554
depth,16799,101.986776,102.000,17554
depth,16816,102.110962,102.000,17554
depth,16834,69.837023,102.000,17554
depth,16851,104.400027,104.000,17554
depth,16869,115.5506,104.000,17554
depth,16886,101.955904,102.000,17554
depth,16904,130.12044,102.000,17554
depth,16922,105.044538,104.000,17554
depth,16939,265.767795,102.000,17554
depth,16957,85.33894,102.000,17554
depth,16974,101.447846,102.000,17554
depth,16992,24.588844,102.000,17554
depth,17009,103.70638,104.000,17554
depth,17027,129.402838,102.000,17554
depth,17044,106.585523,104.000,17554
depth,17062,102.012282,102.000,17554
depth,17080,104.020666,104.000,17554
depth,17097,36.069281,102.000,17554
depth,17115,61.314845,102.000,17554
depth,17132,101.735077,102.000,17554
depth,17150,0.258355,102.000,17554
depth,17167,113.407214,104.000,17554
depth,17185,103.86255,104.000,17554
depth,17202,165.882086,102.000,17554
depth,17220,139.371443,102.000,17554
depth,17238,100.091948,102.000,17554
depth,17255,116.896779,104.000,17554
depth,17273,21.683164,102.000,17554
depth,17290,102.069112,102.000,17554
depth,17308,136.46901,102.000,17554
depth,17325,158.302927,102.000,17554
depth,17343,86.549531,102.000,17554
depth,17360,102.428279,102.000,17554
depth,17378,129.645361,102.000,17554
depth,17396,20.698901,102.000,17554
depth,17413,101.661845,102.000,17554
depth,17431,178.308298,102.000,17554
depth,17448,103.426036,102.000,17554
depth,17466,133.971313,102.000,17554
depth,17483,110.928764,102.000,17554
depth,17501,4.151648,102.000,17554
depth,17518,19.768529,102.000,17554
depth,17536,104.263818,104.000,17554
bookTicker,0,0.864787,165.000,281972
bookTicker,281,33.371598,1.000,281972
bookTicker,563,0.149137,0.0,281972
bookTicker,845,0.255459,1.000,281972
bookTicker,1127,3.569245,1.000,281972
bookTicker,1409,0.09539,0.0,281972
bookTicker,1691,0.096803,0.0,281972
bookTicker,1973,0.099161,0.0,281972
bookTicker,2255,0.115312,1.000,281972
bookTicker,2537,0.092986,0.0,281972
bookTicker,2819,0.173822,0.0,281972
bookTicker,3101,0.091565,0.0,281972
bookTicker,3383,0.114243,1.000,281972
bookTicker,3665,0.092535,0.0,281972
bookTicker,3947,0.111426,0.0,281972
bookTicker,4229,0.180599,0.0,281972
bookTicker,4511,0.09888,0.0,281972
bookTicker,4793,0.091928,1.000,281972
bookTicker,5075,0.098361,0.0,281972
bookTicker,5357,0.096131,0.0,281972
bookTicker,5639,0.103854,0.0,281972
bookTicker,5921,0.092678,0.0,281972
bookTicker,6203,0.149283,0.0,281972
bookTicker,6485,0.091039,0.0,281972
bookTicker,6767,0.093223,0.0,281972
bookTicker,7049,0.094516,0.0,281972
bookTicker,7331,0.06941,1.000,281972
bookTicker,7613,0.263079,0.0,281972
bookTicker,7895,0.18035,0.0,281972
bookTicker,8177,0.125347,0.0,281972
bookTicker,8459,0.370392,10.00,281972
bookTicker,8741,0.094859,0.0,281972
bookTicker,9023,0.093647,1.000,281972
bookTicker,9305,0.094148,0.0,281972
bookTicker,9587,0.09832,0.0,281972
bookTicker,9869,0.095804,0.0,281972
bookTicker,10150,0.097706,0.0,281972
bookTicker,10432,0.16614,0.0,281972
bookTicker,10714,0.092055,0.0,281972
bookTicker,10996,0.163536,2.000,281972
bookTicker,11278,23.258326,23.000,281972
bookTicker,11560,0.160034,0.0,281972
bookTicker,11842,0.092529,0.0,281972
bookTicker,12124,0.102111,0.0,281972
bookTicker,12406,0.208784,1.000,281972
bookTicker,12688,0.095713,0.0,281972
bookTicker,12970,0.107579,0.0,281972
bookTicker,13252,0.096641,1.000,281972
bookTicker,13534,0.164962,0.0,281972
bookTicker,13816,0.091298,0.0,281972
bookTicker,14098,0.095261,0.0,281972
bookTicker,14380,0.105091,3.000,281972
bookTicker,14662,0.092177,0.0,281972
bookTicker,14944,0.097603,1.000,281972
bookTicker,15226,0.113114,1.000,281972
bookTicker,15508,0.112934,1.000,281972
bookTicker,15790,0.092247,0.0,281972
bookTicker,16072,0.095928,0.0,281972
bookTicker,16354,0.095172,1.000,281972
bookTicker,16636,0.091284,1.000,281972
bookTicker,16918,0.0727,0.0,281972
bookTicker,17200,0.2463,14.000,281972
bookTicker,17482,0.094029,0.0,281972
bookTicker,17764,0.117967,0.0,281972
bookTicker,18046,0.110801,0.0,281972
bookTicker,18328,0.101382,0.0,281972
bookTicker,18610,0.09094,0.0,281972
bookTicker,18892,0.087877,0.0,281972
bookTicker,19174,1.129373,1.000,281972
bookTicker,19456,0.092595,0.0,281972
bookTicker,19738,0.093254,0.0,281972
bookTicker,20020,33.601951,25.000,281972
bookTicker,20301,0.096208,0.0,281972
bookTicker,20583,0.092032,1.000,281972
bookTicker,20865,0.086539,0.0,281972
bookTicker,21147,0.118574,0.0,281972
bookTicker,21429,0.099375,1.000,281972
bookTicker,21711,0.093235,0.0,281972
bookTicker,21993,0.15776,2.000,281972
bookTicker,22275,0.091925,0.0,281972
bookTicker,22557,0.095199,0.0,281972
bookTicker,22839,0.158269,0.0,281972
bookTicker,23121,0.109739,0.0,281972
bookTicker,23403,0.114126,0.0,281972
bookTicker,23685,8.53253,9.000,281972
bookTicker,23967,0.101887,0.0,281972
bookTicker,24249,3.140266,3.000,281972
bookTicker,24531,0.111327,0.0,281972
bookTicker,24813,4.49027,4.000,281972
bookTicker,25095,0.506371,2.000,281972
bookTicker,25377,28.920354,68.000,281972
bookTicker,25659,0.093816,0.0,281972
bookTicker,25941,0.241516,0.0,281972
bookTicker,26223,0.092097,0.0,281972
bookTicker,26505,0.088999,0.0,281972
bookTicker,26787,0.094821,0.0,281972
bookTicker,27069,0.092862,0.0,281972
bookTicker,27351,19.191169,19.000,281972
bookTicker,27633,0.109437,3.000,281972
bookTicker,27915,0.203605,1.000,281972
bookTicker,28197,0.095868,0.0,281972
bookTicker,28479,0.142504,0.0,281972
bookTicker,28761,0.099606,0.0,281972
bookTicker,29043,37.896327,37.000,281972
bookTicker,29325,0.099112,0.0,281972
bookTicker,29607,0.105826,0.0,281972
bookTicker,29889,0.109625,2.000,281972
bookTicker,30171,0.126584,1.000,281972
bookTicker,30452,1.86841,1.000,281972
bookTicker,30734,0.132053,0.0,281972
bookTicker,31016,12.97723,37.000,281972
bookTicker,31298,0.104608,1.000,281972
bookTicker,31580,0.093461,1.000,281972
bookTicker,31862,0.096777,0.0,281972
bookTicker,32144,0.115338,0.0,281972
bookTicker,32426,0.093115,0.0,281972
bookTicker,32708,0.096609,0.0,281972
bookTicker,32990,13.960158,14.000,281972
bookTicker,33272,0.104198,0.0,281972
bookTicker,33554,0.096032,0.0,281972
bookTicker,33836,0.144444,1.000,281972
bookTicker,34118,0.092397,1.000,281972
bookTicker,34400,0.185934,1.000,281972
bookTicker,34682,34.335133,24.000,281972
bookTicker,34964,81.441236,19.000,281972
bookTicker,35246,0.472298,100.0,281972
bookTicker,35528,0.177131,19.000,281972
bookTicker,35810,0.159676,0.0,281972
bookTicker,36092,0.142379,0.0,281972
bookTicker,36374,0.105388,1.000,281972
bookTicker,36656,0.094479,0.0,281972
bookTicker,36938,0.837716,2.000,281972
bookTicker,37220,0.259874,1.000,281972
bookTicker,37502,0.093645,0.0,281972
bookTicker,37784,55.892418,56.000,281972
bookTicker,38066,0.093712,0.0,281972
bookTicker,38348,0.097877,0.0,281972
bookTicker,38630,0.092526,0.0,281972
bookTicker,38912,0.098229,0.0,281972
bookTicker,39194,69.532368,73.000,281972
bookTicker,39476,0.100741,0.0,281972
bookTicker,39758,0.098286,0.0,281972
bookTicker,40040,1.695419,1.000,281972
bookTicker,40321,1.736016,1.000,281972
bookTicker,40603,7.989231,8.000,281972
bookTicker,40885,0.093301,0.0,281972
bookTicker,41167,0.096533,0.0,281972
bookTicker,41449,5.766599,5.000,281972
bookTicker,41731,254.601216,188.000,281972
bookTicker,42013,4.20709,1.000,281972
bookTicker,42295,0.100714,0.0,281972
bookTicker,42577,0.138475,0.0,281972
bookTicker,42859,0.097977,0.0,281972
bookTicker,43141,0.098259,0.0,281972
bookTicker,43423,0.161882,0.0,281972
bookTicker,43705,0.24853,1.000,281972
bookTicker,43987,0.261902,1.000,281972
bookTicker,44269,4.984808,5.000,281972
bookTicker,44551,0.212018,2.000,281972
bookTicker,44833,0.121103,1.000,281972
bookTicker,45115,0.144996,1.000,281972
bookTicker,45397,0.115451,1.000,281972
bookTicker,45679,41.790491,42.000,281972
bookTicker,45961,0.101296,0.0,281972
bookTicker,46243,8.807515,52.000,281972
bookTicker,46525,0.092771,0.0,281972
bookTicker,46807,0.090003,0.0,281972
bookTicker,47089,0.095197,0.0,281972
bookTicker,47371,0.093242,0.0,281972
bookTicker,47653,0.098413,0.0,281972
bookTicker,47935,2.927428,2.000,281972
bookTicker,48217,0.092231,0.0,281972
bookTicker,48499,0.140062,0.0,281972
bookTicker,48781,58.913939,61.000,281972
bookTicker,49063,0.153193,0.0,281972
bookTicker,49345,0.09802,1.000,281972
bookTicker,49627,0.112439,3.000,281972
bookTicker,49909,14.45325,10.00,281972
bookTicker,50191,0.098778,0.0,281972
bookTicker,50472,0.096983,0.0,281972
bookTicker,50754,0.123623,0.0,281972
bookTicker,51036,0.100291,0.0,281972
bookTicker,51318,0.072144,0.0,281972
bookTicker,51600,0.140753,0.0,281972
bookTicker,51882,0.12492,1.000,281972
bookTicker,52164,0.125743,0.0,281972
bookTicker,52446,0.165372,1.000,281972
bookTicker,52728,2.082096,2.000,281972
bookTicker,53010,0.109399,1.000,281972
bookTicker,53292,0.099661,0.0,281972
bookTicker,53574,0.092472,0.0,281972
bookTicker,53856,0.129518,0.0,281972
bookTicker,54138,0.121791,0.0,281972
bookTicker,54420,0.094988,1.000,281972
bookTicker,54702,0.109526,1.000,281972
bookTicker,54984,366.48113,365.000,281972
bookTicker,55266,0.110921,0.0,281972
bookTicker,55548,0.156552,0.0,281972
bookTicker,55830,0.099563,7.000,281972
bookTicker,56112,103.389741,103.000,281972
bookTicker,56394,0.112807,0.0,281972
bookTicker,56676,0.157569,11.000,281972
bookTicker,56958,0.091784,0.0,281972
bookTicker,57240,0.10132,0.0,281972
bookTicker,57522,0.151745,0.0,281972
bookTicker,57804,0.091888,1.000,281972
bookTicker,58086,0.09377,0.0,281972
bookTicker,58368,0.086832,0.0,281972
bookTicker,58650,0.150545,0.0,281972
bookTicker,58932,0.094813,0.0,281972
bookTicker,59214,0.143133,0.0,281972
bookTicker,59496,0.094334,0.0,281972
bookTicker,59778,0.113957,1.000,281972
bookTicker,60060,0.099935,0.0,281972
bookTicker,60342,0.09205,1.000,281972
bookTicker,60623,0.093044,0.0,281972
bookTicker,60905,0.1004,0.0,281972
bookTicker,61187,0.095363,0.0,281972
bookTicker,61469,0.110353,0.0,281972
bookTicker,61751,0.09516,0.0,281972
bookTicker,62033,0.156922,1.000,281972
bookTicker,62315,0.1068,0.0,281972
bookTicker,62597,0.097454,0.0,281972
bookTicker,62879,0.112914,1.000,281972
bookTicker,63161,0.125514,0.0,281972
bookTicker,63443,1.827534,0.0,281972
bookTicker,63725,0.109886,0.0,281972
bookTicker,64007,0.175316,0.0,281972
bookTicker,64289,115.808179,110.00,281972
bookTicker,64571,1.695053,1.000,281972
bookTicker,64853,0.101376,0.0,281972
bookTicker,65135,0.122801,0.0,281972
bookTicker,65417,0.092998,0.0,281972
bookTicker,65699,5.484452,6.000,281972
bookTicker,65981,0.166424,0.0,281972
bookTicker,66263,0.095893,0.0,281972
bookTicker,66545,0.109115,1.000,281972
bookTicker,66827,0.101386,0.0,281972
bookTicker,67109,0.097366,0.0,281972
bookTicker,67391,0.118947,0.0,281972
bookTicker,67673,0.069259,0.0,281972
bookTicker,67955,1.205531,1.000,281972
bookTicker,68237,0.397046,0.0,281972
bookTicker,68519,95.912893,95.000,281972
bookTicker,68801,0.095165,0.0,281972
bookTicker,69083,0.095006,0.0,281972
bookTicker,69365,0.095737,1.000,281972
bookTicker,69647,0.095153,0.0,281972
bookTicker,69929,0.094118,0.0,281972
bookTicker,70211,0.097606,0.0,281972
bookTicker,70493,0.09293,0.0,281972
bookTicker,70774,0.092443,0.0,281972
bookTicker,71056,0.113653,0.0,281972
bookTicker,71338,0.114778,0.0,281972
bookTicker,71620,0.094091,0.0,281972
bookTicker,71902,0.094385,0.0,281972
bookTicker,72184,0.12208,17.000,281972
bookTicker,72466,0.12277,1.000,281972
bookTicker,72748,0.098605,0.0,281972
bookTicker,73030,0.095226,0.0,281972
bookTicker,73312,0.166133,0.0,281972
bookTicker,73594,0.103587,1.000,281972
bookTicker,73876,0.09608,1.000,281972
bookTicker,74158,0.093111,0.0,281972
bookTicker,74440,5.95934,22.000,281972
bookTicker,74722,0.096167,0.0,281972
bookTicker,75004,0.111625,1.000,281972
bookTicker,75286,0.18219,16.000,281972
bookTicker,75568,52.883599,53.000,281972
bookTicker,75850,0.111455,0.0,281972
bookTicker,76132,0.094137,0.0,281972
bookTicker,76414,0.110953,0.0,281972
bookTicker,76696,0.096272,1.000,281972
bookTicker,76978,0.114593,0.0,281972
bookTicker,77260,0.086628,0.0,281972
bookTicker,77542,0.137538,0.0,281972
bookTicker,77824,0.10552,0.0,281972
bookTicker,78106,0.095102,0.0,281972
bookTicker,78388,66.980784,67.000,281972
bookTicker,78670,0.100477,0.0,281972
bookTicker,78952,0.099696,0.0,281972
bookTicker,79234,0.106715,0.0,281972
bookTicker,79516,0.165245,1.000,281972
bookTicker,79798,0.093718,0.0,281972
bookTicker,80080,0.11149,0.0,281972
bookTicker,80362,124.649287,58.000,281972
bookTicker,80643,0.091747,0.0,281972
bookTicker,80925,0.179373,0.0,281972
bookTicker,81207,0.092281,3.000,281972
bookTicker,81489,1.995548,0.0,281972
bookTicker,81771,0.124941,0.0,281972
bookTicker,82053,0.069398,0.0,281972
bookTicker,82335,0.074725,0.0,281972
bookTicker,82617,13.087213,14.000,281972
bookTicker,82899,9.070231,9.000,281972
bookTicker,83181,0.133477,0.0,281972
bookTicker,83463,0.093453,2.000,281972
bookTicker,83745,0.093717,0.0,281972
bookTicker,84027,0.091893,1.000,281972
bookTicker,84309,0.097284,0.0,281972
bookTicker,84591,0.094353,0.0,281972
bookTicker,84873,0.096855,1.000,281972
bookTicker,85155,56.970461,56.000,281972
bookTicker,85437,0.078191,0.0,281972
bookTicker,85719,0.072066,1.000,281972
bookTicker,86001,136.690486,136.000,281972
bookTicker,86283,0.139008,0.0,281972
bookTicker,86565,0.093563,0.0,281972
bookTicker,86847,160.56201,161.000,281972
bookTicker,87129,0.175719,2.000,281972
bookTicker,87411,0.103546,0.0,281972
bookTicker,87693,0.093699,0.0,281972
bookTicker,87975,0.352446,0.0,281972
bookTicker,88257,0.082166,0.0,281972
bookTicker,88539,0.094729,0.0,281972
bookTicker,88821,0.152949,0.0,281972
bookTicker,89103,0.099519,1.000,281972
bookTicker,89385,105.003566,75.000,281972
bookTicker,89667,0.071659,4.000,281972
bookTicker,89949,0.092451,14.000,281972
bookTicker,90231,31.945839,31.000,281972
bookTicker,90513,0.094195,0.0,281972
bookTicker,90794,0.250834,0.0,281972
bookTicker,91076,0.113882,37.000,281972
bookTicker,91358,9.648974,9.000,281972
bookTicker,91640,0.072409,0.0,281972
bookTicker,91922,0.071797,56.000,281972
bookTicker,92204,0.076768,1.000,281972
bookTicker,92486,0.078382,10.00,281972
bookTicker,92768,0.092078,0.0,281972
bookTicker,93050,0.113353,0.0,281972
bookTicker,93332,0.376915,0.0,281972
bookTicker,93614,0.160014,2.000,281972
bookTicker,93896,0.163215,0.0,281972
bookTicker,94178,0.093552,0.0,281972
bookTicker,94460,0.092325,0.0,281972
bookTicker,94742,0.100579,0.0,281972
bookTicker,95024,0.134824,0.0,281972
bookTicker,95306,2.095847,2.000,281972
bookTicker,95588,0.143536,1.000,281972
bookTicker,95870,1.565889,1.000,281972
bookTicker,96152,0.096766,0.0,281972
bookTicker,96434,0.103448,1.000,281972
bookTicker,96716,0.099267,0.0,281972
bookTicker,96998,0.092159,3.000,281972
bookTicker,97280,0.422857,1.000,281972
bookTicker,97562,0.104683,0.0,281972
bookTicker,97844,8.442183,9.000,281972
bookTicker,98126,0.102077,0.0,281972
bookTicker,98408,0.095978,0.0,281972
bookTicker,98690,0.103631,0.0,281972
bookTicker,98972,0.130126,0.0,281972
bookTicker,99254,0.13083,1.000,281972
bookTicker,99536,5.168865,5.000,281972
bookTicker,99818,0.151983,1.000,281972
bookTicker,100100,0.091833,0.0,281972
bookTicker,100382,0.129597,0.0,281972
bookTicker,100664,1.261306,2.000,281972
bookTicker,100945,0.093275,0.0,281972
bookTicker,101227,15.450581,15.000,281972
bookTicker,101509,0.140289,0.0,281972
bookTicker,101791,0.172082,0.0,281972
bookTicker,102073,0.114551,0.0,281972
bookTicker,102355,0.093584,1.000,281972
bookTicker,102637,4.43823,5.000,281972
bookTicker,102919,0.09572,0.0,281972
bookTicker,103201,0.178098,0.0,281972
bookTicker,103483,0.116886,0.0,281972
bookTicker,103765,0.094412,0.0,281972
bookTicker,104047,37.844333,38.000,281972
bookTicker,104329,32.958102,22.000,281972
bookTicker,104611,0.083899,0.0,281972
bookTicker,104893,22.460352,23.000,281972
bookTicker,105175,0.0994,0.0,281972
bookTicker,105457,0.125532,1.000,281972
bookTicker,105739,0.178593,2.000,281972
bookTicker,106021,0.097353,0.0,281972
bookTicker,106303,0.093892,0.0,281972
bookTicker,106585,0.091493,0.0,281972
bookTicker,106867,117.963238,117.000,281972
bookTicker,107149,0.10652,0.0,281972
bookTicker,107431,0.092653,0.0,281972
bookTicker,107713,0.075092,0.0,281972
bookTicker,107995,0.103222,0.0,281972
bookTicker,108277,0.133966,0.0,281972
bookTicker,108559,0.091867,0.0,281972
bookTicker,108841,0.09661,0.0,281972
bookTicker,109123,0.150393,0.0,281972
bookTicker,109405,0.088593,0.0,281972
bookTicker,109687,0.112952,1.000,281972
bookTicker,109969,0.09397,0.0,281972
bookTicker,110251,0.113274,1.000,281972
bookTicker,110533,103.016638,97.000,281972
bookTicker,110814,0.136605,0.0,281972
bookTicker,111096,0.132057,28.000,281972
bookTicker,111378,0.117801,3.000,281972
bookTicker,111660,3.184524,3.000,281972
bookTicker,111942,0.139926,0.0,281972
bookTicker,112224,0.150828,0.0,281972
bookTicker,112506,0.099131,1.000,281972
bookTicker,112788,0.094773,1.000,281972
bookTicker,113070,0.140344,3.000,281972
bookTicker,113352,105.7306,100.0,281972
bookTicker,113634,0.160916,0.0,281972
bookTicker,113916,0.095135,0.0,281972
bookTicker,114198,0.178259,2.000,281972
bookTicker,114480,0.102135,4.000,281972
bookTicker,114762,0.091848,0.0,281972
bookTicker,115044,21.355887,19.000,281972
bookTicker,115326,0.096654,0.0,281972
bookTicker,115608,0.108772,0.0,281972
bookTicker,115890,0.095541,0.0,281972
bookTicker,116172,0.289555,1.000,281972
bookTicker,116454,0.149216,1.000,281972
bookTicker,116736,0.09101,0.0,281972
bookTicker,117018,0.092725,1.000,281972
bookTicker,117300,0.101319,0.0,281972
bookTicker,117582,0.091071,0.0,281972
bookTicker,117864,0.137626,0.0,281972
bookTicker,118146,0.090771,0.0,281972
bookTicker,118428,0.092755,0.0,281972
bookTicker,118710,0.141188,1.000,281972
bookTicker,118992,0.091498,0.0,281972
bookTicker,119274,21.889954,22.000,281972
bookTicker,119556,0.096716,0.0,281972
bookTicker,119838,3.966983,3.000,281972
bookTicker,120120,0.123095,0.0,281972
bookTicker,120402,0.101086,0.0,281972
bookTicker,120684,0.063727,0.0,281972
bookTicker,120965,0.088525,0.0,281972
bookTicker,121247,0.096207,0.0,281972
bookTicker,121529,0.093802,0.0,281972
bookTicker,121811,15.701109,0.0,281972
bookTicker,122093,2.823176,2.000,281972
bookTicker,122375,0.073277,1.000,281972
bookTicker,122657,166.256995,87.000,281972
bookTicker,122939,0.192205,0.0,281972
bookTicker,123221,0.148233,12.000,281972
bookTicker,123503,0.095142,0.0,281972
bookTicker,123785,0.105908,0.0,281972
bookTicker,124067,0.141661,0.0,281972
bookTicker,124349,2.175212,1.000,281972
bookTicker,124631,4.114926,5.000,281972
bookTicker,124913,0.103368,0.0,281972
bookTicker,125195,0.093538,0.0,281972
bookTicker,125477,0.175757,0.0,281972
bookTicker,125759,0.097206,0.0,281972
bookTicker,126041,0.104456,0.0,281972
bookTicker,126323,0.092662,0.0,281972
bookTicker,126605,0.093297,0.0,281972
bookTicker,126887,25.262047,25.000,281972
bookTicker,127169,0.092622,0.0,281972
bookTicker,127451,3.952254,5.000,281972
bookTicker,127733,0.099061,1.000,281972
bookTicker,128015,0.092853,1.000,281972
bookTicker,128297,59.498054,59.000,281972
bookTicker,128579,88.831798,90.00,281972
bookTicker,128861,0.091345,1.000,281972
bookTicker,129143,0.137248,0.0,281972
bookTicker,129425,0.100088,2.000,281972
bookTicker,129707,0.092839,0.0,281972
bookTicker,129989,0.071366,0.0,281972
