market,mode,variant_id,period,scenario,fold,train_start,train_end,validation_start,validation_end,net_return_percent,maximum_drawdown_percent,trades,total_costs,net_funding,long_pnl,short_pnl,locked_parameters,fold_count,positive_fold_count,positive_fold_percent,zero_trade_fold_count,zero_trade_fold_percent,median_return_percent,mean_return_percent,worst_fold_return_percent,best_fold_return_percent,best_trade_concentration_percent,net_pnl_without_top_three
FUTURES,LONG,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,-0.8953537486328656232128372200,1.429763099052140938889840755,1,2.543524821381067782857142858,0.057818114642871175859136,0,-89.53537486328656232128372191,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,-0.5306934131283033779285714400,0.6089808355074693446076696317,1,2.525010865323253607142857143,-0.522580555279969900000000,0,-53.06934131283033779285714350,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,1.429763099052140938889840755,2,5.068535686704321390000000001,-0.464762440637098724140864,0,-142.6047161761169001141408654,False,4,0,0,2,50.0,-0.2653467065641516889642857200,-0.356511790440292250285352165,-0.8953537486328656232128372200,0,0,0
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,-1.080761004000625335810117180,1.527022433693175763825063780,1,10.19587628687273331428571429,0.057939873664856876131140,0,-108.0761004000625335810117179,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,-0.7139959075632879907142857200,0.7139959075632879907142857200,1,10.12150878198439714285714286,-0.523681056823830500000000,0,-71.39959075632879907142857208,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,1.527022433693175763825063780,2,20.31738506885713045714285715,-0.465741183158973623868860,0,-179.4756911563913326524402900,False,4,0,0,2,50.0,-0.3569979537816439953571428600,-0.448689227890978331631100725,-1.080761004000625335810117180,0,0,0
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_BASE,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,0,0,0,0,0,0,False,4,0,0,4,100,0,0,0,0,0,0
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,-1.111199456811690387737658300,1.556276666025388511420815450,4,9.969662376463035875714285716,-0.945959891208542898051544,-22.18167648581695541454142879,-88.93826919535208335922440190,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,-0.5306934131283033779285714400,0.6089808355074693446076696317,1,2.525010865323253607142857143,-0.522580555279969900000000,0,-53.06934131283033779285714350,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,-0.7214979242945030298428571500,0.7214979242945030298428571500,1,2.465157681040085841428571428,0,-72.14979242945030298428571468,0,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,BASE,CONSOLIDATED,,,,,,1.556276666025388511420815450,6,14.95983092282637532428571429,-1.468540446488512798051544,-94.33146891526725839882714347,-142.0076105081824211520815454,False,4,0,0,1,25.00,-0.626095668711403203885714295,-0.5908476985586241988772717225,-1.111199456811690387737658300,0,100,-227.7774590319891541263672599
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,-1.826557799954837876391142560,1.914467170744914296779485420,4,39.72976585924763869714285714,-0.939731520029303227685684,-75.49056098482877396116571442,-107.1652190106550136779485419,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,-0.7139959075632879907142857200,0.7139959075632879907142857200,1,10.12150878198439714285714286,-0.523681056823830500000000,0,-71.39959075632879907142857208,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,4,2022-09-28T00:00:00+00:00,2023-09-27T23:00:00+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:00:00+00:00,-0.8971084751389847547428571500,0.8971084751389847547428571500,1,9.840258811885126902857142856,0,-89.71084751389847547428571468,0,False,,,,,,,,,,,
FUTURES,LONG_SHORT,ORIGINAL_BASELINE,DEVELOPMENT,STRESS,CONSOLIDATED,,,,,,1.914467170744914296779485420,6,59.69153345311716274285714286,-1.463412576853133727685684,-165.2014084987272494354514291,-178.5648097669838127493771140,False,4,0,0,1,25.00,-0.805552191351136372728571435,-0.8594155456642776554620713575,-1.826557799954837876391142560,0,100,-281.1575645883899051522342570
FUTURES,LONG_SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,1,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG_SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,2,2022-04-01T00:00:00+00:00,2023-03-31T23:00:00+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
FUTURES,LONG_SHORT,PULLBACK_BASE,DEVELOPMENT,BASE,3,2022-06-30T00:00:00+00:00,2023-06-29T23:00:00+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:00:00+00:00,0,0,0,0,0,0,0,False,,,,,,,,,,,
