market,mode,variant_id,period,reason_code,count
FUTURES,SHORT,PULLBACK_TIME_EXIT_24,DEVELOPMENT,ENTER_SHORT_APPROVED,0
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,TREND_NOT_ESTABLISHED,1291
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,TREND_PERSISTENCE_TOO_SHORT,7127
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,NO_PULLBACK,287
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,PULLBACK_TOO_SHALLOW,1
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,PULLBACK_TOO_DEEP,1
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,PULLBACK_TOO_OLD,2
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,PRICE_CROSSED_LONG_EMA,8685
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,RESUMPTION_NOT_CONFIRMED,25
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,PRICE_OVEREXTENDED,1
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,VOLUME_REJECTED,0
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,VOLATILITY_REJECTED,0
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,ENTER_LONG_APPROVED,0
FUTURES,SHORT,PULLBACK_REGIME_LOSS_EXIT,DEVELOPMENT,ENTER_SHORT_APPROVED,0
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,TREND_NOT_ESTABLISHED,1291
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,TREND_PERSISTENCE_TOO_SHORT,7293
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,NO_PULLBACK,139
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,PULLBACK_TOO_SHALLOW,1
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,PULLBACK_TOO_DEEP,0
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,PULLBACK_TOO_OLD,1
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,PRICE_CROSSED_LONG_EMA,8685
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,RESUMPTION_NOT_CONFIRMED,10
FUTURES,SHORT,PULLBACK_PERSISTENCE_6_REGIME_LOSS_EXIT,DEVELOPMENT,PRICE_OVEREXTENDED,0
