context,no_policy_has_net_edge,runner_worse_than_immediate,maker_fill_rate_insufficient,taker_cost_dominates,automatic_gate_created,dataset_status
INSUFFICIENT_NEW_CAMPAIGN_DATA,,,,,False,ENGINEERING_ONLY
