configuration,period,scenario,fold,train_start,train_end,validation_start,validation_end,leverage,trades,long_trades,short_trades,net_return_percent,gross_return_percent,maximum_drawdown_percent,win_rate_percent,profit_factor,expectancy,trading_fees,funding_paid,funding_received,net_funding,liquidation_fees,liquidation_count,exposure_long_percent,exposure_short_percent,average_margin_utilization_percent,average_effective_leverage,minimum_margin_ratio,best_trade_concentration_percent,bankrupt,depleted,warnings,dataset_hash
FUTURES_LONG_SHORT_BASELINE_1X,VALIDATION,BASE_COST,1,2024-01-02T00:00:00+00:00,2024-12-31T23:59:59.999000+00:00,2025-01-01T00:00:00+00:00,2025-03-31T23:59:59.999000+00:00,1,10,0,10,3.256724274659207016868308600,3.442052421377961242857142846,5.013023684211950923814430317,50.0,1.597622520226142378398416511,32.56724274659207016868308468,22.24670166006677281785714285,0.142617771422379500000000,3.856504759613729718973705,3.713886988191350218973705,0,0,0,9.398148148148148148148148148,2.199537619826957967295948831,0.02193545106064179165771198319,18027.17844776779136584647119,23.52706106795813692119499100,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,c481a30cfd29774c5ac3c88865d80f80a9d0df7789efd24cc898cf4b4a7dd872
FUTURES_LONG_SHORT_BASELINE_1X,VALIDATION,BASE_COST,2,2024-04-01T00:00:00+00:00,2025-03-31T23:59:59.999000+00:00,2025-04-01T00:00:00+00:00,2025-06-29T23:59:59.999000+00:00,1,10,6,4,1.23555892750447508901523100,1.517347531377663528571428565,2.986665228202254202164445395,40.0,1.211731927871325984721727659,12.35558927504475089015230906,23.95859946365573960500000001,4.434585508937375820560669,0.214324585274271469940903,-4.220260923663104350619766,0,0,5.833333333333333333333333333,3.657407407407407407407407407,2.286869967947811280287345294,0.02281241163428958122707956056,17631.24397322750695966356690,27.50269426579406866365548581,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,0ee8c2a5fc594ceb05315602958b73e3205db92dfdd4766ea8b2c34ce13051d2
FUTURES_LONG_SHORT_BASELINE_1X,VALIDATION,BASE_COST,3,2024-06-30T00:00:00+00:00,2025-06-29T23:59:59.999000+00:00,2025-06-30T00:00:00+00:00,2025-09-27T23:59:59.999000+00:00,1,5,5,0,1.64242000162844840171314500,1.842744207660560400000000003,1.518928865305780996138503648,60.0,2.084165838740286423693994778,32.84840003256896803426289848,12.76951955738487972000000000,7.262901045826320108685508,0,-7.262901045826320108685508,0,0,12.36111111111111111111111111,0,3.087678094559814395700864103,0.03100943330635561875804842334,2.00E+4,36.32731368658599152596466039,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,fe37378d111ea376ca5028a72626f352a4050859db839351a331073f39b98ed7
FUTURES_LONG_SHORT_BASELINE_1X,VALIDATION,BASE_COST,4,2024-09-28T00:00:00+00:00,2025-09-27T23:59:59.999000+00:00,2025-09-28T00:00:00+00:00,2025-12-26T23:59:59.999000+00:00,1,8,1,7,0.657770083890577370971180600,0.8150642519068224999999999986,2.679323245687192950555957248,37.500,1.143679433651540724118125904,8.222126048632217137139755944,19.07816890344254011642857143,0.935079137120080505496444,4.283831238938107719043063,3.348752101818027213546619,0,0,0.7870370370370370370370370370,11.01851851851851851851851852,2.763125063117645064602192680,0.02741644535996663616707722060,18510.89873217202612412748274,37.45020568190421890949540507,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f39c7a3fdeffb86306cf1254477317805b9d38d3a5674f86a63ce31d48798347
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,1,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59.999000+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999000+00:00,1,5,4,1,-0.2736582945138028715752999800,-0.1387444341712512000000000023,1.164425121264660610793025597,40.0,0.8287731388435670412393179302,-5.473165890276057431506000046,12.47176374455114616000000000,1.019622289704020997530000,0,-1.019622289704020997530000,0,0,1.111111111111111111111111111,0.5092592592592592592592592593,0.4041635322354849227522844209,0.004066823778445434020505494920,19620.31320785746887596650321,74.94499892951529787196698915,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,8268dabcb776e6f626bd22998d9f2c2eb320457c0e407c0dcd8adf2c93df5760
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,2,2022-04-01T00:00:00+00:00,2023-03-31T23:59:59.999000+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999000+00:00,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,73134a10050fdc11a1356f6b6a9d583b1f4da2d950396861f66e0af939671b09
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,3,2022-06-30T00:00:00+00:00,2023-06-29T23:59:59.999000+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999000+00:00,1,1,0,1,0.03123005612769475625000,0.057346750224617500,0.1697301165893835867108383915,100,,3.123005612769475625000000,2.497132652865909175,0.114536756826365200000000,0,-0.114536756826365200000000,0,0,0,0.5092592592592592592592592593,0.1273492802358262660849109542,0.001274208170766873220070807437,19814.07515677646014940227101,100,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,ff093c8dfc3fd953e6501cab63095d3c42a2c51693c331958791f20fe9bf2f37
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,4,2022-09-28T00:00:00+00:00,2023-09-27T23:59:59.999000+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999000+00:00,1,1,1,0,-0.7214979242945030298428571500,-0.6968463474841021714285714325,0.7214979242945030298428571500,0,0E+26,-72.14979242945030298428571468,2.465157681040085841428571428,0,0,0,0,0,0.04629629629629629629629629630,0,0.01158877128335311852203938682,0.0001153577680247634606696072947,2.00E+4,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,dd967b08f692916f8fafb65395f3813766cd131990e02da75d8137a837488bb0
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,5,2022-12-27T00:00:00+00:00,2023-12-26T23:59:59.999000+00:00,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999000+00:00,1,6,3,3,-2.597844148877367764436028570,-2.454974291884655800000000001,3.160419009198627400016912581,16.66666666666666666666666667,0.1827540820487350037116768740,-43.2974024812894627406004762,14.62446979519545066714285714,0.478474348731048634540000,0.815958444655302858080000,0.337484095924254223540000,0,0,1.018518518518518518518518519,1.481481481481481481481481481,0.6042091301194677734823977745,0.006041975255614401974913985528,18916.52906620535553393159621,100,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f766fa68dd9c46fb91528b444b0655c7e6d6a98c5ae767dc4fb61e8466a3e2fd
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,6,2023-03-27T00:00:00+00:00,2024-03-25T23:59:59.999000+00:00,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999000+00:00,1,9,3,6,-1.081234310550534695946821670,-0.8631487053536327999999999980,2.799227664759888318744052230,44.44444444444444444444444444,0.6880236863566388850839713793,-12.0137145616726077327424632,21.19385297777164263000000000,1.224062681972019628721584,0.609355140053472664039415,-0.614707541918546964682169,0,0,1.527777777777777777777777778,1.666666666666666666666666667,0.7534901626804776264280962935,0.007598541218164809314791473769,18565.09771308434455424329856,67.07119887045212201894003386,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,fa80a0506c0acb70eeb5ac7a7984f200a68b476249c72690e37ebfd017c30578
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,7,2023-06-25T00:00:00+00:00,2024-06-23T23:59:59.999000+00:00,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999000+00:00,1,6,0,6,0.84296202602340888011176300,0.9714616286919103000000000101,2.392391373870048923327257463,33.33333333333333333333333333,1.345279574061614527348988425,14.04936710039014800186271618,13.22663012913794621500000000,0.047760571538480382823704,0.424430433826284609000000,0.376669862287804226176296,0,0,0,1.851851851851851851851851852,0.3994014114788682443478437021,0.003990527715776424880876811727,19135.43194977872204230413365,58.69441363078151545692260033,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f6d1bfb5905266a4f562953ca0d27e1a5cb85f39187c9b53613f38915e2a7da5
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,DEVELOPMENT,BASE_COST,8,2023-09-23T00:00:00+00:00,2024-09-21T23:59:59.999000+00:00,2024-09-22T00:00:00+00:00,2024-12-20T23:59:59.999000+00:00,1,9,5,4,-2.083690138162367610418853960,-1.851451015716382499999999998,2.624552146826358228534412831,33.33333333333333333333333333,0.3556403344434134702761133556,-23.15211264624852900465393281,22.00484764010685402642857143,1.789857317089327897106824,0.570792712597670881650000,-1.219064604491657015456824,0,0,1.759259259259259259259259259,1.481481481481481481481481481,0.7952664701693073244716467944,0.007942538172888115512553137435,18847.81971583344156442308912,70.12360456803010325704959217,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,d9fcd6c00cf3517d55ead1dec935d3bcbab827f03a2ca4f164db04538e99edc9
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,VALIDATION,BASE_COST,1,2024-01-02T00:00:00+00:00,2024-12-31T23:59:59.999000+00:00,2025-01-01T00:00:00+00:00,2025-03-31T23:59:59.999000+00:00,1,10,0,10,5.138023082798711984344346500,5.352845366575744299999999989,2.274647219285428805403678431,60.0,2.822321127672895111583485137,51.38023082798711984344346459,22.01421941758011827500000000,0.144039186107888190000000,0.676030225984774899434647,0.531991039876886709434647,0,0,0,3.101851851851851851851851852,0.6655108887687390869055171829,0.006685384649660425912507805199,18521.32573215899064294733950,25.45839817043323171928773645,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,c481a30cfd29774c5ac3c88865d80f80a9d0df7789efd24cc898cf4b4a7dd872
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,VALIDATION,BASE_COST,2,2024-04-01T00:00:00+00:00,2025-03-31T23:59:59.999000+00:00,2025-04-01T00:00:00+00:00,2025-06-29T23:59:59.999000+00:00,1,13,8,5,5.592767585615202905385506700,5.941341204235682599999999994,1.118633498068408843164205482,53.84615384615384615384615385,3.127136986029245555673231405,43.02128912011694542604235923,32.03678847108744340142857143,3.005709340779301190959268,0.185135949818775130938510,-2.820573390960526060020758,0,0,3.611111111111111111111111111,2.222222222222222222222222222,1.406398438289032328223790048,0.01410725568207010968730724304,17631.24397322750695966356690,23.24614143963485050137140773,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,0ee8c2a5fc594ceb05315602958b73e3205db92dfdd4766ea8b2c34ce13051d2
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,VALIDATION,BASE_COST,3,2024-06-30T00:00:00+00:00,2025-06-29T23:59:59.999000+00:00,2025-06-30T00:00:00+00:00,2025-09-27T23:59:59.999000+00:00,1,10,10,0,-0.1282498408869107791016363400,0.1541096865062988714285714325,1.456679436586503035651246708,60.0,0.9461482200471696094800632116,-1.282498408869107791016363728,25.00795536740631628357142857,3.227997371914648769449352,0,-3.227997371914648769449352,0,0,4.537037037037037037037037037,0,1.134852042856257011433147681,0.01133125324664096995753971512,2.00E+4,54.04891466199435759719278504,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,fe37378d111ea376ca5028a72626f352a4050859db839351a331073f39b98ed7
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,VALIDATION,BASE_COST,4,2024-09-28T00:00:00+00:00,2025-09-27T23:59:59.999000+00:00,2025-09-28T00:00:00+00:00,2025-12-26T23:59:59.999000+00:00,1,9,1,8,0.297871459336482594224201400,0.5114876506608162857142857170,2.862806098148739806304994543,33.33333333333333333333333333,1.085666073233883014113500811,3.309682881516473269157792666,21.68983888238990903571428571,0.656369592941852934000000,0.984589342898392820705848,0.328219749956539886705848,0,0,0.5092592592592592592592592593,3.055555555555555555555555556,0.8391425474847796644992358829,0.008388691166085537421358120597,18510.89873217202612412748274,45.12971146316686044324837543,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f39c7a3fdeffb86306cf1254477317805b9d38d3a5674f86a63ce31d48798347
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,1,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59.999000+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999000+00:00,1,4,3,1,-1.111199456811690387737658300,-1.002043234134974600000000009,1.556276666025388511420815450,25.00,0.5000145765157463774376218236,-27.77998642029225969344145768,9.969662376463035875714285716,1.016161219086644997970000,0.070201327878102099918456,-0.945959891208542898051544,0,0,1.2500,0.7870370370370370370370370370,0.5081270044674407436587206403,0.005129522316921888764030597532,19319.55283589579180663776641,100,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,8268dabcb776e6f626bd22998d9f2c2eb320457c0e407c0dcd8adf2c93df5760
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,2,2022-04-01T00:00:00+00:00,2023-03-31T23:59:59.999000+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999000+00:00,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,73134a10050fdc11a1356f6b6a9d583b1f4da2d950396861f66e0af939671b09
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,3,2022-06-30T00:00:00+00:00,2023-06-29T23:59:59.999000+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999000+00:00,1,1,0,1,-0.5306934131283033779285714400,-0.5002174989222711428571428636,0.6089808355074693446076696317,0,0E+26,-53.06934131283033779285714350,2.525010865323253607142857143,0.522580555279969900000000,0,-0.522580555279969900000000,0,0,0,1.018518518518518518518518519,0.2547076410108299573174160457,0.002548765660697389758882511314,19476.02391204027411642248394,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,ff093c8dfc3fd953e6501cab63095d3c42a2c51693c331958791f20fe9bf2f37
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,4,2022-09-28T00:00:00+00:00,2023-09-27T23:59:59.999000+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999000+00:00,1,1,1,0,-0.7214979242945030298428571500,-0.6968463474841021714285714325,0.7214979242945030298428571500,0,0E+26,-72.14979242945030298428571468,2.465157681040085841428571428,0,0,0,0,0,0.04629629629629629629629629630,0,0.01158877128335311852203938682,0.0001153577680247634606696072947,2.00E+4,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,dd967b08f692916f8fafb65395f3813766cd131990e02da75d8137a837488bb0
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,5,2022-12-27T00:00:00+00:00,2023-12-26T23:59:59.999000+00:00,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999000+00:00,1,4,1,3,-2.123645827777530899900600010,-2.035364669100340700000000005,2.933992676141373501412889030,25.00,0.09757186198346012220874811776,-53.09114569443827249751500012,9.695807258660490325000000000,0.459291004470023096100000,1.326982395411493431040000,0.867691390941470334940000,0,0,1.064814814814814814814814815,2.129629629629629629629629630,0.7639239692819807061080963023,0.007678943533133640953285175125,18547.63082496000762610630673,100,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f766fa68dd9c46fb91528b444b0655c7e6d6a98c5ae767dc4fb61e8466a3e2fd
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,6,2023-03-27T00:00:00+00:00,2024-03-25T23:59:59.999000+00:00,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999000+00:00,1,8,2,6,-0.3312967928323155245191968500,-0.1393022541268046142857142900,3.493412859210871499685258815,37.500,0.9251578258674004659479587636,-4.141209910403944056489961175,18.75920102839105404642857143,1.473893414941788957089912,1.033640572781751980170223,-0.440252842160036976919689,0,0,1.898148148148148148148148148,2.453703703703703703703703704,0.9966225801115983164297170116,0.01013771596489526657026110773,18077.54258003169572107765452,38.94674171800398444906739441,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,fa80a0506c0acb70eeb5ac7a7984f200a68b476249c72690e37ebfd017c30578
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,7,2023-06-25T00:00:00+00:00,2024-06-23T23:59:59.999000+00:00,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999000+00:00,1,6,0,6,-0.0783024886452896871863052700,0.04765475056125965714285715310,2.470083085941490935071108308,33.33333333333333333333333333,0.9767096282913463029471089962,-1.305041477421494786438422967,13.25088464485219841714285714,0.125604774584667698693304,0.780765498781931682919908,0.655160724197263984226604,0,0,0,2.592592592592592592592592593,0.5681552332730907925837856694,0.005716606941150346953543293042,17821.24967437682461262070514,58.69441372326503022169174758,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f6d1bfb5905266a4f562953ca0d27e1a5cb85f39187c9b53613f38915e2a7da5
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,DEVELOPMENT,BASE_COST,8,2023-09-23T00:00:00+00:00,2024-09-21T23:59:59.999000+00:00,2024-09-22T00:00:00+00:00,2024-12-20T23:59:59.999000+00:00,1,7,3,4,-1.162320520037859869973942340,-0.9811605231855141000000000020,2.345148234422222629008136299,28.57142857142857142857142857,0.6567729993335352690782106171,-16.60457885768371242819917559,17.09958922644046183500000000,2.053479059883764703460885,1.037068601089649541066656,-1.016410458794115162394229,0,0,1.944444444444444444444444444,2.175925925925925925925925926,1.014691667714269507366928066,0.01015485400638132477185472695,18847.81971583344156442308912,60.48570969630290902246176378,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,d9fcd6c00cf3517d55ead1dec935d3bcbab827f03a2ca4f164db04538e99edc9
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VALIDATION,BASE_COST,1,2024-01-02T00:00:00+00:00,2024-12-31T23:59:59.999000+00:00,2025-01-01T00:00:00+00:00,2025-03-31T23:59:59.999000+00:00,1,10,0,10,2.188418354555702119810774900,2.399754529468923085714285705,4.715970149665467972329306837,40.0,1.423577280941969696047195932,21.88418354555702119810774988,22.04235920084552627571428572,0.141142231095792760000000,1.049883940619222445363214,0.908741709523429685363214,0,0,0,4.675925925925925925925925926,1.022583979494509113096606360,0.01029828937076116716319417879,18027.17844776779136584647119,27.47542600069550048647871698,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,c481a30cfd29774c5ac3c88865d80f80a9d0df7789efd24cc898cf4b4a7dd872
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VALIDATION,BASE_COST,2,2024-04-01T00:00:00+00:00,2025-03-31T23:59:59.999000+00:00,2025-04-01T00:00:00+00:00,2025-06-29T23:59:59.999000+00:00,1,11,7,4,4.322380271344605489542491900,4.626210772960848842857142848,2.286895076698260458866460298,63.63636363636363636363636364,2.585855818819229705111522941,39.29436610313277717765901687,26.70038484384921542214285714,3.896712674405303823418318,0.214047356630183914096076,-3.682665317775119909322242,0,0,5.324074074074074074074074074,2.824074074074074074074074074,1.968885383050279560371529700,0.01969904557694560860180574696,17631.24397322750695966356690,27.11849082459042984271161388,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,0ee8c2a5fc594ceb05315602958b73e3205db92dfdd4766ea8b2c34ce13051d2
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VALIDATION,BASE_COST,3,2024-06-30T00:00:00+00:00,2025-06-29T23:59:59.999000+00:00,2025-06-30T00:00:00+00:00,2025-09-27T23:59:59.999000+00:00,1,6,6,0,0.441523574114593857490136100,0.6271424920163323571428571432,1.187451510480666540974387855,50.0,1.392242642304423279452563368,7.358726235243230958168935913,15.06135153677976181785714286,3.500540253394088147414956,0,-3.500540253394088147414956,0,0,4.953703703703703703703703704,0,1.237661802758761695098043151,0.01241498515036707278176394231,2.00E+4,77.89552866420263587639030428,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,fe37378d111ea376ca5028a72626f352a4050859db839351a331073f39b98ed7
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VALIDATION,BASE_COST,4,2024-09-28T00:00:00+00:00,2025-09-27T23:59:59.999000+00:00,2025-09-28T00:00:00+00:00,2025-12-26T23:59:59.999000+00:00,1,9,1,8,0.42225387486589062268807700,0.6365706634961936571428571433,2.880886472644615511472404264,33.33333333333333333333333333,1.111460297301150738990501990,4.691709720732118029867520478,21.70361049130930866000000000,0.906562071019068919841132,1.178493699298074134363102,0.271931628279005214521970,0,0,0.7870370370370370370370370370,4.675925925925925925925925926,1.266424149642212702051672744,0.01265411422796821500383459980,18510.89873217202612412748274,40.46051962572882195286128338,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f39c7a3fdeffb86306cf1254477317805b9d38d3a5674f86a63ce31d48798347
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,1,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59.999000+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999000+00:00,1,4,3,1,-0.8186868787532496056840868800,-0.7093031521313571357142857255,1.556276666025388511420815450,25.00,0.6319572638870265645213578240,-20.46717196883124014210217200,9.991661448216184098928571429,1.016912541851164997970000,0.070201327878102099918456,-0.946711213973062898051544,0,0,1.296296296296296296296296296,0.7870370370370370370370370370,0.5195467500665972129598215366,0.005249984770428787012368780995,19319.55283589579180663776641,100,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,8268dabcb776e6f626bd22998d9f2c2eb320457c0e407c0dcd8adf2c93df5760
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,2,2022-04-01T00:00:00+00:00,2023-03-31T23:59:59.999000+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999000+00:00,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,73134a10050fdc11a1356f6b6a9d583b1f4da2d950396861f66e0af939671b09
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,3,2022-06-30T00:00:00+00:00,2023-06-29T23:59:59.999000+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999000+00:00,1,1,0,1,-0.5306934131283033779285714400,-0.5002174989222711428571428636,0.6089808355074693446076696317,0,0E+26,-53.06934131283033779285714350,2.525010865323253607142857143,0.522580555279969900000000,0,-0.522580555279969900000000,0,0,0,1.018518518518518518518518519,0.2547076410108299573174160457,0.002548765660697389758882511314,19476.02391204027411642248394,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,ff093c8dfc3fd953e6501cab63095d3c42a2c51693c331958791f20fe9bf2f37
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,4,2022-09-28T00:00:00+00:00,2023-09-27T23:59:59.999000+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999000+00:00,1,1,1,0,-0.7214979242945030298428571500,-0.6968463474841021714285714325,0.7214979242945030298428571500,0,0E+26,-72.14979242945030298428571468,2.465157681040085841428571428,0,0,0,0,0,0.04629629629629629629629629630,0,0.01158877128335311852203938682,0.0001153577680247634606696072947,2.00E+4,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,dd967b08f692916f8fafb65395f3813766cd131990e02da75d8137a837488bb0
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,5,2022-12-27T00:00:00+00:00,2023-12-26T23:59:59.999000+00:00,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999000+00:00,1,4,1,3,-3.619800837403077764966371440,-3.543322310335424714285714296,4.604463440891718224741449332,0,0E+25,-90.49502093507694412415928595,9.538942601910250224285714286,1.153426671626565000000000,3.044516566771510156220000,1.891089895144945156220000,0,0,2.129629629629629629629629630,4.583333333333333333333333333,1.620393429313857120334796208,0.01628237716247793352562295864,18547.63082496000762610630673,0,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f766fa68dd9c46fb91528b444b0655c7e6d6a98c5ae767dc4fb61e8466a3e2fd
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,6,2023-03-27T00:00:00+00:00,2024-03-25T23:59:59.999000+00:00,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999000+00:00,1,7,1,6,-0.3086544514304999827242335600,-0.1027521063789963642857142890,3.644532290771313364247456342,28.57142857142857142857142857,0.9328111728572068263739397651,-4.409349306149999753203336357,16.30905912604050146892857143,5.494288375577645813849069,1.213112996467785438925715,-4.281175379109860374923354,0,0,7.407407407407407407407407407,2.777777777777777777777777778,2.412146366249284985750281120,0.02501881497260392313801372841,18058.91147901734251427920479,53.12658913880613072946980093,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,fa80a0506c0acb70eeb5ac7a7984f200a68b476249c72690e37ebfd017c30578
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,DEVELOPMENT,BASE_COST,7,2023-06-25T00:00:00+00:00,2024-06-23T23:59:59.999000+00:00,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999000+00:00,1,6,0,6,0.330670228402352440277133100,0.4546653269711589142857142950,2.828156482838222483458348172,33.33333333333333333333333333,1.087206532639719071574311415,5.511170473372540671285550867,13.22344774129367602428571429,0.125769339339854176538322,0.949707223752882799965912,0.823937884413028623427590,0,0,0,3.148148148148148148148148148,0.7079755894538937591580119787,0.007151756489868033265629959648,17821.24967437682461262070514,58.68784897736165395827651004,False,False,LIQUIDATION_MODEL_APPROXIMATE;MAINTENANCE_MARGIN_APPROXIMATE,f6d1bfb5905266a4f562953ca0d27e1a5cb85f39187c9b53613f38915e2a7da5
