scenario,net_return,gross_return,total_costs,warning
LOW_COST,0.28732886433397739700,0.418365156492845300,15.40489116058678243025000000,
BASE_COST,-0.10444886277658179389600,0.13668766582048614800,28.34128552132386418960000001,COST_SENSITIVITY_HIGH
HIGH_COST,-0.33614146022630428216800,0.14584720091261104200,56.65571657854065283280000001,COST_SENSITIVITY_HIGH
STRESS_COST,-0.24130593653016694841600,0.48519151967876760200,85.46726697710231896160000000,COST_SENSITIVITY_HIGH
