fold_count,completed_fold_count,failed_fold_count,total_evaluated_candles,total_entries,total_closed_trades,positive_fold_count,negative_fold_count,flat_fold_count,positive_fold_percent,mean_net_return,median_net_return,worst_net_return,best_net_return,mean_max_drawdown,worst_max_drawdown,mean_profit_factor,median_profit_factor,mean_expectancy,benchmark_win_count,benchmark_loss_count,benchmark_tie_count,benchmark_win_percent,parameter_selection_frequency,warnings
2,2,0,34963,33,33,0,2,0,0,-0.26358328848444569141900,-0.26358328848444569141900,-0.42271771419230958894200,-0.10444886277658179389600,1.086830485019799302692114946,1.270470357127358153094159219,0.8681080580465161541457182615,0.8681080580465161541457182615,-1.441674342979351733952380952,1,1,0,50.0,{},[]
