regime,candle_count,entry_count,closed_trade_count,net_return,win_rate,profit_factor,expectancy,maximum_drawdown_percent,exposure_percent,total_costs
RANGING,27057,1,1,-14.3219645121960212386,0,0E+19,-14.3219645121960212386,1.270470357127358153094159219,0.07070729720013472914772342907,1.9635502305884305386
TRENDING_DOWN,609,0,0,0,,,,1.170563042674335359129221331,0,0
TRENDING_UP,284,20,20,-27.9498069070349376556,30.0,0.8698427909195321144967427577,-1.39749034535174688278,1.170563042674335359129221331,3.619429615221895908085799102,39.9270021409589654556
RANGING,6759,0,0,0,,,,0.8467468077923156671418149100,0.09816587541055939890425281503,0
TRENDING_DOWN,95,0,0,0,,,,0.3741175776958546255324029067,0,0
TRENDING_UP,159,12,12,-10.4448862776581793896,33.33333333333333333333333333,0.9207600113021288602727264718,-0.8704071898048482824666666667,0.7839641649023152309536552790,4.143042606189120381107617214,24.1136528597067941896
