fold_count,completed_fold_count,failed_fold_count,total_evaluated_candles,total_entries,total_closed_trades,positive_fold_count,negative_fold_count,flat_fold_count,positive_fold_percent,mean_net_return,median_net_return,worst_net_return,best_net_return,mean_max_drawdown,worst_max_drawdown,mean_profit_factor,median_profit_factor,mean_expectancy,benchmark_win_count,benchmark_loss_count,benchmark_tie_count,benchmark_win_percent,parameter_selection_frequency,warnings
14,14,0,30239,22,22,3,5,6,21.42857142857142857142857143,-0.005902004857945757407142857143,0,-0.37149356513926680349200,0.43261991517411779796800,0.1631506864791936529628209695,0.4040567244932339436615661110,0.6333358688168794238713803899,0.4215938675653743579251183361,1.468613055112351354344166666,7,7,0,50.0,{},[]
