market,mode,variant_id,period,scenario,date,close,sma_200,previous_20_high,previous_20_low,exit_channel,macro_side,breakout_long,breakout_short,position_side,risk_mode,risk_percent,risk_budget,initial_stop,risk_per_unit,quantity,macro_exit_true,donchian_exit_true,reason_code
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-19T00:00:00+00:00,1542.32000000,2445.93860000,1597.47000000,998.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-20T00:00:00+00:00,1521.58000000,2434.71880000,1631.00000000,998.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-21T00:00:00+00:00,1575.45000000,2423.45470000,1631.00000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-22T00:00:00+00:00,1535.27000000,2412.30160000,1631.00000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-23T00:00:00+00:00,1548.67000000,2401.11940000,1650.05000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-24T00:00:00+00:00,1597.70000000,2391.40475000,1650.05000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-25T00:00:00+00:00,1440.79000000,2381.57465000,1664.34000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-26T00:00:00+00:00,1449.12000000,2372.82405000,1664.34000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-27T00:00:00+00:00,1635.74000000,2365.59800000,1664.34000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-28T00:00:00+00:00,1724.52000000,2358.46075000,1664.34000000,1006.32000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-29T00:00:00+00:00,1721.68000000,2351.65575000,1784.79000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-30T00:00:00+00:00,1697.00000000,2343.94215000,1784.79000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-07-31T00:00:00+00:00,1678.12000000,2335.47645000,1784.79000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-01T00:00:00+00:00,1630.28000000,2327.42480000,1784.79000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-02T00:00:00+00:00,1630.91000000,2319.04225000,1784.79000000,1006.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-03T00:00:00+00:00,1618.16000000,2310.50285000,1784.79000000,1072.11000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-04T00:00:00+00:00,1607.96000000,2301.80825000,1784.79000000,1181.05000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-05T00:00:00+00:00,1736.81000000,2294.44395000,1784.79000000,1191.23000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-06T00:00:00+00:00,1690.60000000,2287.09770000,1784.79000000,1319.04000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-07T00:00:00+00:00,1700.19000000,2280.17855000,1784.79000000,1336.07000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-08T00:00:00+00:00,1777.05000000,2274.05640000,1784.79000000,1356.17000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-09T00:00:00+00:00,1702.76000000,2269.72945000,1818.00000000,1356.17000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-10T00:00:00+00:00,1853.57000000,2266.93640000,1818.00000000,1356.17000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-11T00:00:00+00:00,1880.19000000,2263.64230000,1885.00000000,1356.17000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-12T00:00:00+00:00,1958.28000000,2261.23725000,1942.00000000,1356.17000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-13T00:00:00+00:00,1983.55000000,2258.86085000,1964.71000000,1356.17000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-14T00:00:00+00:00,1935.31000000,2256.22245000,2020.00000000,1356.17000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-15T00:00:00+00:00,1899.06000000,2253.59650000,2030.00000000,1356.17000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-16T00:00:00+00:00,1876.67000000,2250.25490000,2030.00000000,1420.83000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-17T00:00:00+00:00,1834.25000000,2246.41900000,2030.00000000,1559.28000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-18T00:00:00+00:00,1846.39000000,2242.64255000,2030.00000000,1559.28000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-19T00:00:00+00:00,1609.01000000,2237.25290000,2030.00000000,1559.28000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-20T00:00:00+00:00,1576.04000000,2231.19695000,2030.00000000,1559.28000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-21T00:00:00+00:00,1618.13000000,2225.88425000,2030.00000000,1523.67000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-22T00:00:00+00:00,1624.66000000,2220.53025000,2030.00000000,1523.67000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-23T00:00:00+00:00,1665.41000000,2213.88235000,2030.00000000,1523.67000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-24T00:00:00+00:00,1656.56000000,2207.10190000,2030.00000000,1523.67000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-25T00:00:00+00:00,1695.11000000,2200.30250000,2030.00000000,1523.67000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-26T00:00:00+00:00,1508.18000000,2192.14455000,2030.00000000,1523.67000000,,BELOW,False,True,FLAT,NORMAL,1,100,,,,False,False,SHORT_NOT_ALLOWED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-27T00:00:00+00:00,1491.06000000,2184.01640000,2030.00000000,1486.85000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-28T00:00:00+00:00,1426.76000000,2174.93050000,2030.00000000,1447.52000000,,BELOW,False,True,FLAT,NORMAL,1,100,,,,False,False,SHORT_NOT_ALLOWED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-29T00:00:00+00:00,1551.80000000,2167.32705000,2030.00000000,1424.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-30T00:00:00+00:00,1524.59000000,2160.31230000,2030.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-08-31T00:00:00+00:00,1554.10000000,2153.48840000,2030.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-01T00:00:00+00:00,1586.16000000,2147.06355000,2030.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-02T00:00:00+00:00,1575.35000000,2140.29155000,2030.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-03T00:00:00+00:00,1557.46000000,2132.16125000,2030.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-04T00:00:00+00:00,1579.28000000,2124.44615000,2012.47000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-05T00:00:00+00:00,1617.80000000,2118.07580000,1959.43000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-06T00:00:00+00:00,1559.01000000,2111.97345000,1959.43000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-07T00:00:00+00:00,1630.00000000,2106.30530000,1882.37000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-08T00:00:00+00:00,1635.37000000,2101.37220000,1848.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-09T00:00:00+00:00,1718.23000000,2097.12325000,1722.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-10T00:00:00+00:00,1774.12000000,2092.81240000,1746.13000000,1422.08000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-11T00:00:00+00:00,1766.11000000,2088.74440000,1789.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-12T00:00:00+00:00,1716.37000000,2084.34525000,1789.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-13T00:00:00+00:00,1574.40000000,2078.37480000,1789.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-14T00:00:00+00:00,1638.39000000,2072.66940000,1789.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-15T00:00:00+00:00,1472.75000000,2066.94920000,1789.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-16T00:00:00+00:00,1433.90000000,2059.51395000,1789.00000000,1422.08000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-17T00:00:00+00:00,1468.83000000,2051.97645000,1789.00000000,1405.52000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-18T00:00:00+00:00,1334.51000000,2043.91250000,1789.00000000,1405.52000000,,BELOW,False,True,FLAT,NORMAL,1,100,,,,False,False,SHORT_NOT_ALLOWED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-19T00:00:00+00:00,1375.98000000,2036.62245000,1789.00000000,1325.55000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-20T00:00:00+00:00,1322.93000000,2030.12660000,1789.00000000,1280.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-21T00:00:00+00:00,1245.78000000,2023.02975000,1789.00000000,1280.00000000,,BELOW,False,True,FLAT,NORMAL,1,100,,,,False,False,SHORT_NOT_ALLOWED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-22T00:00:00+00:00,1326.46000000,2016.90560000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-23T00:00:00+00:00,1327.25000000,2011.08625000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-24T00:00:00+00:00,1317.13000000,2004.79205000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-25T00:00:00+00:00,1294.63000000,1997.63030000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-26T00:00:00+00:00,1336.17000000,1991.27765000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-27T00:00:00+00:00,1328.02000000,1985.13345000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-28T00:00:00+00:00,1337.20000000,1978.97545000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-29T00:00:00+00:00,1335.70000000,1973.07570000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-09-30T00:00:00+00:00,1328.72000000,1966.77225000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-01T00:00:00+00:00,1311.79000000,1960.24255000,1789.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-02T00:00:00+00:00,1276.72000000,1952.75710000,1783.00000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-03T00:00:00+00:00,1323.09000000,1945.31295000,1760.51000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-04T00:00:00+00:00,1361.49000000,1937.42580000,1655.20000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-05T00:00:00+00:00,1352.20000000,1929.43260000,1655.20000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-06T00:00:00+00:00,1352.06000000,1921.88600000,1483.35000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-07T00:00:00+00:00,1331.10000000,1914.09135000,1476.13000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-08T00:00:00+00:00,1315.48000000,1905.82055000,1469.63000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-09T00:00:00+00:00,1323.13000000,1897.25620000,1408.90000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-10T00:00:00+00:00,1290.03000000,1888.15255000,1408.90000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-11T00:00:00+00:00,1280.11000000,1879.04240000,1408.90000000,1220.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-12T00:00:00+00:00,1294.44000000,1869.78960000,1400.00000000,1237.32000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-13T00:00:00+00:00,1287.08000000,1859.74675000,1400.00000000,1253.20000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-14T00:00:00+00:00,1296.27000000,1849.56350000,1400.00000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-15T00:00:00+00:00,1274.92000000,1838.93555000,1400.00000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-16T00:00:00+00:00,1305.95000000,1828.53635000,1400.00000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-17T00:00:00+00:00,1331.40000000,1818.78580000,1400.00000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-18T00:00:00+00:00,1310.71000000,1808.06330000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-19T00:00:00+00:00,1285.09000000,1797.26990000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-20T00:00:00+00:00,1282.57000000,1786.07320000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-21T00:00:00+00:00,1299.75000000,1774.97445000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-22T00:00:00+00:00,1313.61000000,1764.50755000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-23T00:00:00+00:00,1364.20000000,1755.48600000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-24T00:00:00+00:00,1343.61000000,1746.06810000,1383.99000000,1190.00000000,,BELOW,False,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-25T00:00:00+00:00,1459.74000000,1737.40485000,1383.99000000,1190.00000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
spot,long,TF_DONCHIAN_20_FIXED_RISK,DEVELOPMENT,BASE,2022-10-26T00:00:00+00:00,1566.10000000,1728.94250000,1525.16000000,1190.00000000,,BELOW,True,False,FLAT,NORMAL,1,100,,,,False,False,MACRO_FILTER_LONG_REJECTED
