side,horizon_ms,notional,regime,samples,executable_percent,mean_net_return_bps,median_net_return_bps,positive_percent,p10_net_return_bps,p90_net_return_bps,mean_mfe_bps,mean_mae_bps,average_cost_bps,average_depth_slippage_bps
SHORT,1000,500,LOW,3232,100.0,-10.043533667941961,-10.052726994851147,0.0,-10.052813834532488,-10.052668982943777,-8.066493910179405,-11.971928178218274,10.051647878498649,1.4266820984332077e-05
SHORT,1000,500,MEDIUM,373,100.0,-10.016678992861618,-10.052701720377998,0.0,-10.052785134693103,-9.947273005148853,-7.222489879314398,-10.967099312120649,10.05510099326267,0.00014979799674041502
SHORT,3000,100,EXTREME,1782,99.43883277216611,-10.078507654288886,-10.052741170268845,0.0,-10.844539876653284,-9.314957021868285,-7.624942305366811,-12.15920013216372,10.059467196809054,5.241826426471572e-05
SHORT,3000,100,HIGH,1805,99.83379501385042,-10.044672610910986,-10.052739224172013,0.0,-10.790984124976282,-9.367285064719665,-7.349930183009311,-11.906355437453339,10.049734604191148,8.647406860196718e-05
SHORT,3000,100,LOW,3232,100.0,-10.04613893570197,-10.052726994851147,0.0,-10.580152872957301,-9.495557575558406,-8.066485735249058,-11.971920009922968,10.053373556894613,1.1257008904384282e-05
SHORT,3000,100,MEDIUM,373,100.0,-9.837711344606054,-10.052701442771133,0.0,-10.263347687383527,-9.050914092679353,-7.2224168430381965,-10.967026293143968,10.045274328455235,7.677575300153527e-05
SHORT,3000,1000,EXTREME,1782,99.43883277216611,-10.07906304090418,-10.052741170268845,0.0,-10.844539876653284,-9.314957021868285,-7.625205409658206,-12.159473795054888,10.060022254063725,0.0006074755189356396
SHORT,3000,1000,HIGH,1805,99.83379501385042,-10.044897303412775,-10.052739224172013,0.0,-10.790984124976282,-9.367285064719665,-7.349953335808088,-11.906378575160401,10.049959176780376,0.0003110466578304478
SHORT,3000,1000,LOW,3232,100.0,-10.046276989775535,-10.052726994851147,0.0,-10.580152872957301,-9.522303733121408,-8.066494932045698,-11.971929199255186,10.053511557235831,0.00014925735012273253
SHORT,3000,1000,MEDIUM,373,100.0,-9.838070056498838,-10.052701442771133,0.0,-10.263347687383527,-9.050914092679353,-7.222556114667905,-10.967165531785513,10.045632861951676,0.0004353092494418916
SHORT,3000,500,EXTREME,1782,99.43883277216611,-10.07892606657196,-10.052741170268845,0.0,-10.844539876653284,-9.314957021868285,-7.6251479265902935,-12.159405645473104,10.059885365643943,0.00047058709915416666
SHORT,3000,500,HIGH,1805,99.83379501385042,-10.044793958998099,-10.052739224172013,0.0,-10.790984124976282,-9.367285064719665,-7.349930183009311,-11.906355437453339,10.049855884986227,0.00020775486368345545
SHORT,3000,500,LOW,3232,100.0,-10.046158207015257,-10.052726994851147,0.0,-10.580152872957301,-9.519331929989876,-8.066493910179405,-11.971928178218274,10.053392817299166,3.0517413457211013e-05
SHORT,3000,500,MEDIUM,373,100.0,-9.837940770215846,-10.052701442771133,0.0,-10.263347687383527,-9.050914092679353,-7.222489879314398,-10.967099312120649,10.045503638633145,0.00030608593091099824
SHORT,5000,100,EXTREME,1782,99.04601571268238,-10.065233517226288,-10.052741170268845,0.0,-11.109207629646445,-9.124399269100147,-7.624942305366811,-12.15920013216372,10.049970522600479,9.885123220243394e-05
SHORT,5000,100,HIGH,1805,99.83379501385042,-10.035589501567552,-10.052736722258533,0.0,-10.949593355410308,-8.998276843303403,-7.349930183009311,-11.906355437453339,10.048363184879722,4.564262694208587e-05
SHORT,5000,100,LOW,3232,100.0,-10.050968256151757,-10.052726994851147,0.0,-11.002082235108066,-9.10265271021726,-8.066485735249058,-11.971920009922968,10.050641413573068,1.655381492691247e-05
SHORT,5000,100,MEDIUM,373,100.0,-9.722221728016088,-10.052668428422527,0.0,-10.421382919356027,-8.788626146281889,-7.2224168430381965,-10.967026293143968,10.061253647528552,7.677575300153527e-05
SHORT,5000,1000,EXTREME,1782,99.04601571268238,-10.06578699538723,-10.052741170268845,0.0,-11.109207629646445,-9.154884963414247,-7.625205409658206,-12.159473795054888,10.050523687240414,0.0006520158721392361
SHORT,5000,1000,HIGH,1805,99.83379501385042,-10.035761253287756,-10.052736722258533,0.0,-10.949593355410308,-8.998276843303403,-7.349953335808088,-11.906378575160401,10.04853485865904,0.00021731640625917306
SHORT,5000,1000,LOW,3232,100.0,-10.051042457757555,-10.052726994851147,0.0,-11.002082235108066,-9.10265271021726,-8.066494932045698,-11.971929199255186,10.05071556985815,9.071010000959123e-05
SHORT,5000,1000,MEDIUM,373,100.0,-9.722361034131382,-10.052668428422527,0.0,-10.421382919356027,-8.788626146281889,-7.222556114667905,-10.967165531785513,10.061392892399997,0.0002160206244458374
SHORT,5000,500,EXTREME,1782,99.04601571268238,-10.065631505461683,-10.052741170268845,0.0,-11.109207629646445,-9.154884963414247,-7.6251479265902935,-12.159405645473104,10.050368288646398,0.0004966172781225847
SHORT,5000,500,HIGH,1805,99.83379501385042,-10.035634202814341,-10.052736722258533,0.0,-10.949593355410308,-8.998276843303403,-7.349930183009311,-11.906355437453339,10.04840785277758,9.031052479817831e-05
SHORT,5000,500,LOW,3232,100.0,-10.051009613987976,-10.052726994851147,0.0,-11.002082235108066,-9.10265271021726,-8.066493910179405,-11.971928178218274,10.05068274698108,5.7887222939121425e-05
SHORT,5000,500,MEDIUM,373,100.0,-9.72229478219663,-10.052668428422527,0.0,-10.421382919356027,-8.788626146281889,-7.222489879314398,-10.967099312120649,10.061326669772292,0.00014979799674041502
SHORT,15000,100,EXTREME,1782,98.4287317620651,-9.977295008925823,-10.052763978103345,0.0,-12.108535300316122,-7.680684488372338,-7.624942305366811,-12.15920013216372,10.057123445895783,5.808180545720277e-05
SHORT,15000,100,HIGH,1805,99.77839335180056,-9.911543870213016,-10.0527556314857,0.0,-11.7928406539544,-7.679217232689814,-7.349930183009311,-11.906355437453339,10.04703716282037,-2.429039692780499e-25
SHORT,15000,100,LOW,3232,99.10272277227723,-10.100106642809408,-10.052723938407057,0.0,-11.95089880949244,-8.36561819896822,-8.066485735249058,-11.971920009922968,10.055104431144512,2.3984562143076465e-05
SHORT,15000,100,MEDIUM,373,100.0,-9.468274220175106,-10.0,0.0,-11.844670593031514,-7.150685075996498,-7.2224168430381965,-10.967026293143968,10.044993488762705,7.677575300153527e-05
SHORT,15000,1000,EXTREME,1782,98.4287317620651,-9.977786627839352,-10.052763978103345,0.0,-12.108535300316122,-7.680684488372338,-7.625205409658206,-12.159473795054888,10.057614832254702,0.000549468164375628
SHORT,15000,1000,HIGH,1805,99.77839335180056,-9.911567057386641,-10.0527556314857,0.0,-11.7928406539544,-7.679217232689814,-7.349953335808088,-11.906378575160401,10.047060344328505,2.318150813497437e-05
SHORT,15000,1000,LOW,3232,99.10272277227723,-10.100200474212835,-10.052723938407057,0.0,-11.95089880949244,-8.36561819896822,-8.066494932045698,-11.971929199255186,10.055198201985926,0.00011775540355549878
SHORT,15000,1000,MEDIUM,373,100.0,-9.4684135262904,-10.0,0.0,-11.844670593031514,-7.150685075996498,-7.222556114667905,-10.967165531785513,10.04513273363415,0.0002160206244458374
SHORT,15000,500,EXTREME,1782,98.4287317620651,-9.9775258968266,-10.052763978103345,0.0,-12.108535300316122,-7.680684488372338,-7.6251479265902935,-12.159405645473104,10.057354204511636,0.0002888404213124342
SHORT,15000,500,HIGH,1805,99.77839335180056,-9.911543870213016,-10.0527556314857,0.0,-11.7928406539544,-7.679217232689814,-7.349930183009311,-11.906355437453339,10.04703716282037,0.0
SHORT,15000,500,LOW,3232,99.10272277227723,-10.100158345907166,-10.052723938407057,0.0,-11.95089880949244,-8.36561819896822,-8.066493910179405,-11.971928178218274,10.0551561021352,7.565555283174058e-05
SHORT,15000,500,MEDIUM,373,100.0,-9.468347274355649,-10.0,0.0,-11.844670593031514,-7.150685075996498,-7.222489879314398,-10.967099312120649,10.045066511006445,0.00014979799674041502
SHORT,30000,100,EXTREME,1782,97.69921436588103,-9.999000695214674,-10.105560801650146,0.0,-13.055830559885411,-6.624191397044481,-7.624942305366811,-12.15920013216372,10.055136234330439,7.619482380574512e-05
SHORT,30000,100,HIGH,1805,98.67036011080333,-9.700880901899781,-9.894557679742006,0.0,-12.63650258248129,-6.7781179886498615,-7.349930183009311,-11.906355437453339,10.0487881078549,2.2705331319285047e-05
SHORT,30000,100,LOW,3232,98.26732673267327,-10.09918213653209,-10.052723938407057,0.0,-12.74329283725639,-7.520720635221917,-8.066485735249058,-11.971920009922968,10.051988480245345,6.204807619377657e-06
SHORT,30000,100,MEDIUM,373,100.0,-8.994852465648052,-8.892231038937073,0.0,-11.89850198715989,-6.887910037010091,-7.2224168430381965,-10.967026293143968,10.05108068303837,7.677575300153527e-05
SHORT,30000,1000,EXTREME,1782,97.69921436588103,-9.999489531787464,-10.105560801650146,0.0,-13.055830559885411,-6.624191397044481,-7.625205409658206,-12.159473795054888,10.055624899806267,0.0005648602996321203
SHORT,30000,1000,HIGH,1805,98.67036011080333,-9.701130638602592,-9.894557679742006,0.0,-12.63650258248129,-6.7781179886498615,-7.349953335808088,-11.906378575160401,10.049037804661399,0.0002724021378190818
SHORT,30000,1000,LOW,3232,98.26732673267327,-10.099191491843767,-10.052723938407057,0.0,-12.74329283725639,-7.520720635221917,-8.066494932045698,-11.971929199255186,10.051997833010923,1.5557573197146882e-05
SHORT,30000,1000,MEDIUM,373,100.0,-8.994991763696598,-8.892231038937073,0.0,-11.89850198715989,-6.887910037010091,-7.222556114667905,-10.967165531785513,10.051219927909814,0.0002160206244458374
SHORT,30000,500,EXTREME,1782,97.69921436588103,-9.999357119438706,-10.105560801650146,0.0,-13.055830559885411,-6.624191397044481,-7.6251479265902935,-12.159405645473104,10.05549252836154,0.0004324888549064401
SHORT,30000,500,HIGH,1805,98.67036011080333,-9.700914048391791,-9.894557679742006,0.0,-12.63650258248129,-6.7781179886498615,-7.349930183009311,-11.906355437453339,10.048821240081553,5.583755797231881e-05
SHORT,30000,500,LOW,3232,98.26732673267327,-10.099190452361947,-10.052723938407057,0.0,-12.74329283725639,-7.520720635221917,-8.066493910179405,-11.971928178218274,10.051996793814748,1.4518377021839191e-05
SHORT,30000,500,MEDIUM,373,100.0,-8.994925515598272,-8.892231038937073,0.0,-11.89850198715989,-6.887910037010091,-7.222489879314398,-10.967099312120649,10.051153705282108,0.00014979799674041502
SHORT,60000,100,EXTREME,1782,97.3063973063973,-9.802571315097925,-9.788977474057202,1.1534025374855825,-14.37373593730249,-5.110495659337545,-7.624942305366811,-12.15920013216372,10.057812287393428,5.9909674562020905e-05
SHORT,60000,100,HIGH,1805,97.5623268698061,-9.38879750447005,-9.472760615929428,0.9653605905735377,-14.120893047620054,-3.521339938615102,-7.349930183009311,-11.906355437453339,10.052112277142607,2.25907449233357e-05
SHORT,60000,100,LOW,3232,95.38985148514851,-10.019581392046407,-10.421811512861456,0.032435939020434644,-13.846435399013066,-5.729045892446824,-8.066485735249058,-11.971920009922968,10.048298451116652,6.3919782676430225e-06
SHORT,60000,100,MEDIUM,373,100.0,-8.457029438551421,-8.787502766273592,0.0,-11.318109862412092,-4.6707257902897465,-7.2224168430381965,-10.967026293143968,10.05106400174695,7.677575300153527e-05
SHORT,60000,1000,EXTREME,1782,97.3063973063973,-9.802902045448418,-9.788977474057202,1.1534025374855825,-14.37373593730249,-5.110495659337545,-7.625205409658206,-12.159473795054888,10.05814288618592,0.0003905084670539278
SHORT,60000,1000,HIGH,1805,97.5623268698061,-9.388848806024152,-9.472760615929428,0.9653605905735377,-14.120893047620054,-3.521339938615102,-7.349953335808088,-11.906378575160401,10.052163577066844,7.389066916172488e-05
SHORT,60000,1000,LOW,3232,95.38985148514851,-10.019729321555028,-10.421811512861456,0.032435939020434644,-13.846435399013066,-5.729045892446824,-8.066494932045698,-11.971929199255186,10.048446350319008,0.00015429118062179481
SHORT,60000,1000,MEDIUM,373,100.0,-8.45716872853322,-8.787502766273592,0.0,-11.318109862412092,-4.6707257902897465,-7.222556114667905,-10.967165531785513,10.051203246618392,0.0002160206244458374
SHORT,60000,500,EXTREME,1782,97.3063973063973,-9.802798787569742,-9.788977474057202,1.1534025374855825,-14.37373593730249,-5.110495659337545,-7.6251479265902935,-12.159405645473104,10.058039686656906,0.00028730893803873437
SHORT,60000,500,HIGH,1805,97.5623268698061,-9.388815316271137,-9.472760615929428,0.9653605905735377,-14.120893047620054,-3.521339938615102,-7.349930183009311,-11.906355437453339,10.05213009409317,4.0407695487135826e-05
SHORT,60000,500,LOW,3232,95.38985148514851,-10.019611153756394,-10.421811512861456,0.032435939020434644,-13.846435399013066,-5.729045892446824,-8.066493910179405,-11.971928178218274,10.048328200303185,3.614116479980522e-05
SHORT,60000,500,MEDIUM,373,100.0,-8.45710248427132,-8.787502766273592,0.0,-11.318109862412092,-4.6707257902897465,-7.222489879314398,-10.967099312120649,10.051137023990687,0.00014979799674041502
