side,horizon_ms,notional,regime,samples,executable_percent,mean_net_return_bps,median_net_return_bps,positive_percent,p10_net_return_bps,p90_net_return_bps,mean_mfe_bps,mean_mae_bps,average_cost_bps,average_depth_slippage_bps
LONG,250,500,LOW,3232,100.0,-10.057322637702237,-10.052675959840839,0.0,-10.05275074415757,-10.052618833278055,-8.132759040517707,-12.03823738709508,10.055932830549569,2.62106405033461e-05
LONG,250,500,MEDIUM,373,100.0,-10.059607893519694,-10.052664302612929,0.0,-10.052732097729804,-10.052615509336029,-9.138351415290794,-12.881791952169996,10.046635320259783,0.00030608593091099824
LONG,500,100,EXTREME,1782,100.0,-10.049339443750945,-10.0526869278965,0.0,-10.052772468558274,-10.052616063297203,-7.945634656899858,-12.479387201715184,10.051153640479825,0.00017237298102307523
LONG,500,100,HIGH,1805,99.83379501385042,-10.04757189864256,-10.052683734193563,0.0,-10.052771911298839,-10.052618833278055,-8.19835858656913,-12.753924398303472,10.054149833150722,-7.281573288661783e-25
LONG,500,100,LOW,3232,100.0,-10.058638032028789,-10.052674016611155,0.0,-10.052754642091818,-10.052618002253178,-8.132759040517707,-12.038216643358737,10.055145960241463,6.0972985764676486e-06
LONG,500,100,MEDIUM,373,100.0,-10.078793265431264,-10.052664302612929,0.0,-10.052760491396246,-10.052615509336029,-9.138195114691516,-12.8816356713179,10.058344021746,-2.5374818607659027e-25
LONG,500,1000,EXTREME,1782,100.0,-10.05023388739794,-10.0526869278965,0.0,-10.052772468558274,-10.052616063297203,-7.946531969935706,-12.480092016534504,10.052048502761895,0.0010672352630940619
LONG,500,1000,HIGH,1805,99.83379501385042,-10.04759505445877,-10.052683734193563,0.0,-10.052771911298839,-10.052618833278055,-8.198375050113889,-12.753924398303472,10.054173001794535,2.3168643813034876e-05
LONG,500,1000,LOW,3232,100.0,-10.058647216766342,-10.052674016611155,0.0,-10.052754642091818,-10.052618002253178,-8.132759040517707,-12.038243817977452,10.055155150954173,1.528801128531513e-05
LONG,500,1000,MEDIUM,373,100.0,-10.079012451273412,-10.052664302612929,0.0,-10.052760491396246,-10.052615509336029,-9.13841442057166,-12.881854949490707,10.058563310370998,0.00021928862499605414
LONG,500,500,EXTREME,1782,100.0,-10.049885677597462,-10.0526869278965,0.0,-10.052772468558274,-10.052616063297203,-7.946139025779514,-12.479785609480684,10.051700128787543,0.0007188612887410121
LONG,500,500,HIGH,1805,99.83379501385042,-10.04757189864256,-10.052683734193563,0.0,-10.052771911298839,-10.052618833278055,-8.198373220831137,-12.753924398303472,10.054149833150722,0.0
LONG,500,500,LOW,3232,100.0,-10.058646196239948,-10.052674016611155,0.0,-10.052754642091818,-10.052618002253178,-8.132759040517707,-12.03823738709508,10.05515412976387,1.4266820984332077e-05
LONG,500,500,MEDIUM,373,100.0,-10.078949480478752,-10.052664302612929,0.0,-10.052760491396246,-10.052615509336029,-9.138351415290794,-12.881791952169996,10.058500309680172,0.00015628793417058322
LONG,1000,100,EXTREME,1782,99.94388327721661,-10.048536948066957,-10.05268567814032,0.0,-10.052781665038419,-9.84181705959622,-7.945634656899858,-12.479387201715184,10.052473744842915,0.00014867400771830511
LONG,1000,100,HIGH,1805,99.83379501385042,-10.048149970055823,-10.052681512809441,0.0,-10.052778041799998,-10.05260969344787,-8.19835858656913,-12.753924398303472,10.055330123120422,-7.047097706713218e-25
