partition,feature_left,feature_right,left_bin,right_bin,horizon_ms,notional,samples,executable_percent,mean_net_return_bps,median_net_return_bps,positive_percent,p10_net_return_bps,p90_net_return_bps,mean_mfe_bps,mean_mae_bps,average_cost_bps,average_depth_slippage_bps
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,3000,1000,512,99.0234375,-9.929723135299731,-10.052722271405084,0.0,-10.421593489759935,-9.166893945499304,-7.893356874449142,-11.758854370897932,10.054363936884414,-8.416273008245196e-25
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,3000,500,512,99.0234375,-9.929723135299731,-10.052722271405084,0.0,-10.421593489759935,-9.166893945499304,-7.893356874449142,-11.758854370897932,10.054363936884414,0.0
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,30000,100,512,97.65625,-9.922244615994579,-10.105444542810169,0.0,-12.479920049362663,-7.520720635221917,-7.893356874449142,-11.758854370897932,10.0591346995584,-1.155623253963864e-25
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,30000,1000,512,97.65625,-9.922933596083405,-10.105444542810169,0.0,-12.479920049362663,-7.520720635221917,-7.893356874449142,-11.758854370897932,10.059823616706733,0.0006889171483327753
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,30000,500,512,97.65625,-9.922258631524842,-10.105444542810169,0.0,-12.479920049362663,-7.520720635221917,-7.893356874449142,-11.758854370897932,10.059148713808302,1.4014249900485842e-05
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,500,100,512,99.8046875,-10.030542796019283,-10.052726439107682,0.0,-10.052803799973612,-10.052668982943777,-7.893356874449142,-11.758854370897932,10.049602781644086,-1.1031819742044824e-24
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,500,1000,512,99.8046875,-10.030542796019283,-10.052726439107682,0.0,-10.052803799973612,-10.052668982943777,-7.893356874449142,-11.758854370897932,10.049602781644086,-1.1031819742044824e-24
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,500,500,512,99.8046875,-10.030542796019283,-10.052726439107682,0.0,-10.052803799973612,-10.052668982943777,-7.893356874449142,-11.758854370897932,10.049602781644086,0.0
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,5000,100,512,99.0234375,-9.830671788840673,-10.052717271031582,0.0,-10.474557959366518,-8.893706757653304,-7.893356874449142,-11.758854370897932,10.04988390240837,-6.962581334185469e-25
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,5000,1000,512,99.0234375,-9.830671788840673,-10.052717271031582,0.0,-10.474557959366518,-8.893706757653304,-7.893356874449142,-11.758854370897932,10.04988390240837,-6.962581334185469e-25
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,5000,500,512,99.0234375,-9.830671788840673,-10.052717271031582,0.0,-10.474557959366518,-8.893706757653304,-7.893356874449142,-11.758854370897932,10.04988390240837,0.0
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,60000,100,512,95.703125,-9.594909629360874,-9.578369555596518,0.20408163265306123,-13.846435399013066,-5.513594927092785,-7.893356874449142,-11.758854370897932,10.057970609967972,-5.052745151027359e-25
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,60000,1000,512,95.703125,-9.594909629360874,-9.578369555596518,0.20408163265306123,-13.846435399013066,-5.513594927092785,-7.893356874449142,-11.758854370897932,10.057970609967972,-5.052745151027359e-25
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,HIGH,60000,500,512,95.703125,-9.594909629360874,-9.578369555596518,0.20408163265306123,-13.846435399013066,-5.513594927092785,-7.893356874449142,-11.758854370897932,10.057970609967972,0.0
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,LOW,1000,100,1229,100.0,-10.004998263937253,-10.052736722258533,0.0,-10.052825546339172,-9.894475716415936,-7.112496545843945,-11.844568930429359,10.061980959775935,3.9339437634711114e-05
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,LOW,1000,1000,1229,100.0,-10.005249922874219,-10.052736722258533,0.0,-10.052825546339172,-9.894475716415936,-7.112615232847928,-11.84468757102882,10.062232493336786,0.0002908729984847586
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,LOW,1000,500,1229,100.0,-10.005073875578782,-10.052736722258533,0.0,-10.052825546339172,-9.894475716415936,-7.112571707367739,-11.844644066312517,10.06205653458918,0.00011491425087788519
ENGINEERING_SAMPLE,ofi_1s,aggressive_flow_1s,LOW,LOW,15000,100,1229,99.75589910496339,-9.731673457514802,-10.052668428422527,0.0,-11.741064366094689,-7.546884564565518,-7.112496545843945,-11.844568930429359,10.06406541776331,3.943570053267534e-05
