side,horizon_ms,notional,regime,samples,executable_percent,mean_net_return_bps,median_net_return_bps,positive_percent,p10_net_return_bps,p90_net_return_bps,mean_mfe_bps,mean_mae_bps,average_cost_bps,average_depth_slippage_bps
LONG,250,500,WIDE_THIN,1176,100.0,-10.052242930144573,-10.052735992908737,0.0,-10.052778599188915,-10.052710962509032,-8.08170574649449,-12.76471042911842,10.04690685695277,0.00031206889854948664
LONG,500,100,TIGHT_DEEP,2429,99.876492383697,-10.058976779239845,-10.052670963254164,0.0,-10.052702624321773,-10.052618002253178,-8.632003434447247,-12.200468157720278,10.05523119581859,1.6671354490517395e-05
LONG,500,100,TIGHT_THIN,2420,100.0,-10.056142540314578,-10.052658753365261,0.0,-10.052697622675531,-10.052616063297203,-8.422631837122214,-12.472817792467232,10.053294988081085,2.3176219165602858e-05
LONG,500,100,WIDE_DEEP,1167,100.0,-10.043075128108196,-10.052732097729804,0.0,-10.052778599188915,-10.052707071026667,-6.681547173155196,-12.117051969087681,10.057252541036318,5.533925485859827e-05
LONG,500,100,WIDE_THIN,1176,100.0,-10.053864089406101,-10.052735992908737,0.0,-10.05277887788779,-10.052707071026667,-8.081585807613633,-12.764590571506872,10.050127026090825,0.0001409549782206847
LONG,500,1000,TIGHT_DEEP,2429,99.876492383697,-10.059075608919155,-10.052670963254164,0.0,-10.052702624321773,-10.052618002253178,-8.632255454372432,-12.200598771105346,10.055330073622574,0.00011554915847620707
LONG,500,1000,TIGHT_THIN,2420,100.0,-10.05633387076361,-10.052658753365261,0.0,-10.052697622675531,-10.052616063297203,-8.422770243768955,-12.472960484402298,10.053486414747468,0.00021460288554994068
LONG,500,1000,WIDE_DEEP,1167,100.0,-10.043556412518363,-10.052732097729804,0.0,-10.052778599188915,-10.052707071026667,-6.682012971328943,-12.117517458020926,10.05773403122846,0.0005368294469977648
LONG,500,1000,WIDE_THIN,1176,100.0,-10.054274486817091,-10.052735992908737,0.0,-10.05277887788779,-10.052707071026667,-8.081772948962016,-12.76477758661509,10.050537625056858,0.0005515539442532716
LONG,500,500,TIGHT_DEEP,2429,99.876492383697,-10.059000907669418,-10.052670963254164,0.0,-10.052702624321773,-10.052618002253178,-8.632116031909902,-12.200519887613055,10.055255336116744,4.0811652645878956e-05
LONG,500,500,TIGHT_THIN,2420,100.0,-10.056279055317887,-10.052658753365261,0.0,-10.052697622675531,-10.052616063297203,-8.422730630555938,-12.4729165531556,10.053431571804266,0.00015975994234725306
