fill_id,liquidity_role,position_effect,horizon_ms,markout_bps,post_event_only
fill-0042-00000005,TAKER,OPEN_LONG,100,-0.0525348043078539532440240000,True
fill-0042-00000005,TAKER,OPEN_LONG,250,-0.0525348043078539532440240000,True
fill-0042-00000005,TAKER,OPEN_LONG,500,-0.0525348043078539532440240000,True
fill-0042-00000005,TAKER,OPEN_LONG,1000,-0.0525348043078539532440240000,True
fill-0042-00000005,TAKER,OPEN_LONG,3000,-0.1576044129235618597320720000,True
fill-0042-00000005,TAKER,OPEN_LONG,5000,-0.1576044129235618597320720000,True
fill-0042-00000005,TAKER,OPEN_LONG,15000,9.246125558182295770948250000,True
fill-0042-00000005,TAKER,OPEN_LONG,60000,,True
