fill_id,order_id,timestamp,price,quantity,liquidity_role,fee,fee_asset,latency_ms,sequence
fill-0042-00000005,order-0042-00000001,2026-08-07T02:15:19.815000+00:00,1903.50000000,0.01,TAKER,0.01903500000000,USDT,12,79574167109
