event_id,timestamp,event_type,order_id,reason_code,quantity,price
event-0042-00000002,2026-08-07T02:15:19.721082+00:00,ORDER_CREATED,order-0042-00000001,,,
event-0042-00000003,2026-08-07T02:15:19.721082+00:00,ORDER_SENT,order-0042-00000001,,,
event-0042-00000004,2026-08-07T02:15:19.815000+00:00,ORDER_ACK,order-0042-00000001,,,
event-0042-00000006,2026-08-07T02:15:19.815000+00:00,ORDER_FILL,order-0042-00000001,,0.01,1903.50000000
event-0042-00000007,2026-08-07T02:15:19.815000+00:00,POSITION_OPENED,order-0042-00000001,,,
