configuration,period_type,period,scenario,net_return_percent,net_pnl,gross_pnl,trades,costs,funding,warning
FUTURES_LONG_BASELINE_1X,ROLLING,90D-12,BASE_COST,-0.6459068567828734681714285755,-64.59068567828734681714285755,-62.20046077717836857142857184,1,2.390224901108978245714285714,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-12,HIGH_COST,-0.6974100937036998390857142898,-69.74100937036998390857142898,-65.00036722283764571428571469,1,4.740642147532338194285714285,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-12,STRESS_COST,-0.7981792984301879972571428611,-79.81792984301879972571428611,-70.48850930847161142857142897,1,9.329420534547188297142857142,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-13,LOW_COST,-0.1244835894937298089403857154,-12.44835894937298089403857154,-7.82058402781743785714285729,3,3.642656691975897545535714286,-0.985118229579645491360000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-13,BASE_COST,-0.2109417208151122509157571444,-21.09417208151122509157571444,-12.86117669483768714285714300,3,7.252399870161249776428571428,-0.980595516512288172290000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-13,HIGH_COST,-0.3815450873344044867844000019,-38.15450873344044867844000019,-22.80754481120342000000000014,3,14.37526840468932238000000000,-0.971695517547706298440000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-13,STRESS_COST,-0.7140160255922912440069571445,-71.40160255922912440069571445,-42.19121566603678857142857160,3,28.25569695973443330285714285,-0.954689933457902526410000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-14,LOW_COST,-0.1244835894937298089403857154,-12.44835894937298089403857154,-7.82058402781743785714285729,3,3.642656691975897545535714286,-0.985118229579645491360000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-14,BASE_COST,-0.2109417208151122509157571444,-21.09417208151122509157571444,-12.86117669483768714285714300,3,7.252399870161249776428571428,-0.980595516512288172290000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-14,HIGH_COST,-0.3815450873344044867844000019,-38.15450873344044867844000019,-22.80754481120342000000000014,3,14.37526840468932238000000000,-0.971695517547706298440000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-14,STRESS_COST,-0.7140160255922912440069571445,-71.40160255922912440069571445,-42.19121566603678857142857160,3,28.25569695973443330285714285,-0.954689933457902526410000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-15,LOW_COST,0.4953557524704555245024714316,49.53557524704555245024714316,52.96317936825538071428571455,2,2.442485891630182772678571429,-0.985118229579645491360000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-15,BASE_COST,0.4349651359677612172556714311,43.49651359677612172556714311,49.33928408234068142857142884,2,4.862174969052271530714285714,-0.980595516512288172290000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-15,HIGH_COST,0.3158650063692953523013142879,31.58650063692953523013142879,42.19282241163422571428571455,2,9.634626257156984185714285715,-0.971695517547706298440000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-15,STRESS_COST,0.08416327283789675325018571660,8.41632728378967532501857166,28.29729364243482285714285737,2,18.92627642518724500571428571,-0.954689933457902526410000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-16,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-16,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-16,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-16,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-17,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-17,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-17,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-17,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-18,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-18,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-18,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-18,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-19,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-19,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-19,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-19,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-20,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-20,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-20,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-20,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-21,LOW_COST,-0.6721192450721893031678571467,-67.21192450721893031678571467,-66.01461746242686857142857181,1,1.197307044792061745357142857,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-21,BASE_COST,-0.6972704836279782051857142895,-69.72704836279782051857142895,-67.34466910625483428571428609,1,2.382379256542986232857142857,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-21,HIGH_COST,-0.7468153703528826258857142894,-74.68153703528826258857142894,-69.96493671889572571428571466,1,4.716600316392536874285714285,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-21,STRESS_COST,-0.8431918957928183348571428608,-84.31918957928183348571428608,-75.07033427067497142857142894,1,9.248855308606862057142857142,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-22,LOW_COST,-0.6721192450721893031678571467,-67.21192450721893031678571467,-66.01461746242686857142857181,1,1.197307044792061745357142857,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-22,BASE_COST,-0.6972704836279782051857142895,-69.72704836279782051857142895,-67.34466910625483428571428609,1,2.382379256542986232857142857,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-22,HIGH_COST,-0.7468153703528826258857142894,-74.68153703528826258857142894,-69.96493671889572571428571466,1,4.716600316392536874285714285,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-22,STRESS_COST,-0.8431918957928183348571428608,-84.31918957928183348571428608,-75.07033427067497142857142894,1,9.248855308606862057142857142,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-23,LOW_COST,-1.665943496005742145514285719,-166.5943496005742145514285719,-163.1903953640358128571428576,2,2.282716720941846694285714285,-1.121237515596555000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-23,BASE_COST,-1.703878442414116473000000006,-170.3878442414116473000000006,-164.7562135468797800000000005,2,4.524977853805462300000000000,-1.106652840726405000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-23,HIGH_COST,-1.777785106958521756857142862,-177.7785106958521756857142862,-167.8079009507158171428571434,2,8.892261283064778542857142856,-1.078348462071580000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-23,STRESS_COST,-1.918668681926543336600000005,-191.8668681926543336600000005,-173.6524976591284400000000005,2,17.18912945351412616000000000,-1.025241080011767500000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-24,LOW_COST,-0.9938242509335528423464285727,-99.38242509335528423464285727,-97.17577790160894428571428584,1,1.085409676149784948928571428,-1.121237515596555000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-24,BASE_COST,-1.006607958786138267814285716,-100.6607958786138267814285716,-97.41154444062494571428571441,1,2.142598597262476067142857143,-1.106652840726405000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-24,HIGH_COST,-1.030969736605639130971428573,-103.0969736605639130971428573,-97.84296423182009142857142869,1,4.175660966672241668571428571,-1.078348462071580000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-24,STRESS_COST,-1.075476786133725001742857144,-107.5476786133725001742857144,-98.58216338845346857142857154,1,7.940274144907264102857142856,-1.025241080011767500000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-25,LOW_COST,-0.9938242509335528423464285727,-99.38242509335528423464285727,-97.17577790160894428571428584,1,1.085409676149784948928571428,-1.121237515596555000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-25,BASE_COST,-1.006607958786138267814285716,-100.6607958786138267814285716,-97.41154444062494571428571441,1,2.142598597262476067142857143,-1.106652840726405000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-25,HIGH_COST,-1.030969736605639130971428573,-103.0969736605639130971428573,-97.84296423182009142857142869,1,4.175660966672241668571428571,-1.078348462071580000000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-25,STRESS_COST,-1.075476786133725001742857144,-107.5476786133725001742857144,-98.58216338845346857142857154,1,7.940274144907264102857142856,-1.025241080011767500000000,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-26,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-26,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-26,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-26,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-27,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-27,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-27,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-27,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-28,LOW_COST,1.822585801356484611744637357,182.2585801356484611744637357,185.8927702050553257142857141,1,1.239459592874624363928571428,-2.394730476532240175893407,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-28,BASE_COST,1.782597641695825112572548019,178.2597641695825112572548019,183.1055414506106285714285712,1,2.464726215998937764285714286,-2.381051065029179549888055,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-28,HIGH_COST,1.676259104883648506962095182,167.6259104883648506962095182,174.7361356247663542857142855,1,4.794363914615643434285714286,-2.315861221785860155219053,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-28,STRESS_COST,1.479082858013413138322816124,147.9082858013413138322816124,159.1862568716350171428571427,1,9.083915445736989074285714286,-2.194055624556714236289816,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-29,LOW_COST,1.822585801356484611744637357,182.2585801356484611744637357,185.8927702050553257142857141,1,1.239459592874624363928571428,-2.394730476532240175893407,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-29,BASE_COST,1.782597641695825112572548019,178.2597641695825112572548019,183.1055414506106285714285712,1,2.464726215998937764285714286,-2.381051065029179549888055,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-29,HIGH_COST,1.676259104883648506962095182,167.6259104883648506962095182,174.7361356247663542857142855,1,4.794363914615643434285714286,-2.315861221785860155219053,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-29,STRESS_COST,1.479082858013413138322816124,147.9082858013413138322816124,159.1862568716350171428571427,1,9.083915445736989074285714286,-2.194055624556714236289816,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-30,LOW_COST,1.822585801356484611744637357,182.2585801356484611744637357,185.8927702050553257142857141,1,1.239459592874624363928571428,-2.394730476532240175893407,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-30,BASE_COST,1.782597641695825112572548019,178.2597641695825112572548019,183.1055414506106285714285712,1,2.464726215998937764285714286,-2.381051065029179549888055,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-30,HIGH_COST,1.676259104883648506962095182,167.6259104883648506962095182,174.7361356247663542857142855,1,4.794363914615643434285714286,-2.315861221785860155219053,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-30,STRESS_COST,1.479082858013413138322816124,147.9082858013413138322816124,159.1862568716350171428571427,1,9.083915445736989074285714286,-2.194055624556714236289816,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-31,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-31,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-31,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-31,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-32,LOW_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-32,BASE_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-32,HIGH_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-32,STRESS_COST,0,0,0,0,0,0,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-33,LOW_COST,0.7151627709033516556797246038,71.51627709033516556797246038,76.25667462584717357142857152,2,2.466625439252967395892857143,-2.273772096259040607563254,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-33,BASE_COST,0.6522716555855030040314154323,65.22716555855030040314154323,72.39057492466301857142857152,2,4.903348063222068819285714286,-2.260061302890649349001314,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-33,HIGH_COST,0.5285880268948742704395812473,52.85880268948742704395812473,64.77755254985988571428571446,2,9.686294896255186925714285714,-2.232454964117271744613304,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-33,STRESS_COST,0.2901847667853465630099228755,29.01847667853465630099228755,50.11143664292022285714285728,2,18.91317141921175900571428571,-2.179788545173807550436284,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-34,LOW_COST,0.7151627709033516556797246038,71.51627709033516556797246038,76.25667462584717357142857152,2,2.466625439252967395892857143,-2.273772096259040607563254,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-34,BASE_COST,0.6522716555855030040314154323,65.22716555855030040314154323,72.39057492466301857142857152,2,4.903348063222068819285714286,-2.260061302890649349001314,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-34,HIGH_COST,0.5285880268948742704395812473,52.85880268948742704395812473,64.77755254985988571428571446,2,9.686294896255186925714285714,-2.232454964117271744613304,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-34,STRESS_COST,0.2901847667853465630099228755,29.01847667853465630099228755,50.11143664292022285714285728,2,18.91317141921175900571428571,-2.179788545173807550436284,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-35,LOW_COST,0.7151627709033516556797246038,71.51627709033516556797246038,76.25667462584717357142857152,2,2.466625439252967395892857143,-2.273772096259040607563254,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-35,BASE_COST,0.6522716555855030040314154323,65.22716555855030040314154323,72.39057492466301857142857152,2,4.903348063222068819285714286,-2.260061302890649349001314,
FUTURES_LONG_BASELINE_1X,ROLLING,90D-35,HIGH_COST,0.5285880268948742704395812473,52.85880268948742704395812473,64.77755254985988571428571446,2,9.686294896255186925714285714,-2.232454964117271744613304,
