configuration,boundary,segment,period,start,end,attribution_policy,net_return_percent,gross_return_percent,net_pnl,gross_pnl,trades,long_trades,short_trades,win_rate_percent,profit_factor,expectancy,median_trade_pnl,maximum_drawdown_percent,exposure_long_percent,exposure_short_percent,trading_fees,funding_paid,funding_received,net_funding,liquidations,positive,zero_trade,signal_count,stop_count,target_count,time_exit_count,forced_end_count,regime_distribution,best_trade_concentration_percent,top_3_concentration_percent,top_5_concentration_percent,result_without_best_trade,result_without_top_3,result_without_top_5,warning,boundary_classification,selection_eligible
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,A,REFERENCE_ONLY,A-REFERENCE,2025-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,9.971850163272186532339649990,10.97884246758241527142857143,997.185016327218653233964999,1097.884246758241527142857143,42,19,23,52.38095238095238095238095238,1.927417507429092714750224482,23.74250038874330126747535712,6.759299492683918210645000,2.583505972440461364666709644,2.134703196347031963470319635,2.066210045662100456621004566,95.66860452497282438071428569,6.601753401689586252028440,1.571127495639536723850583,-5.030625906050049528177857,0,True,False,42,7,11,24,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 8424, ""TRENDING_DOWN"": 159, ""TRENDING_UP"": 164}",8.698736158583940286202784242,25.67791189478718308109858657,41.99897350101042578244390593,816.9112998714514784968221421,465.0326985989619843505624215,126.7929384064463255777052787,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,False
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,B,DEVELOPMENT,B-DEVELOPMENT,2022-01-05T04:00:00+00:00,2024-06-30T23:59:59.999000+00:00,TRADE_EXIT_TIME,-9.879594443315185699428525450,-7.894963304868665414285714289,-987.959444331518569942852545,-789.4963304868665414285714289,87,30,57,36.78160919540229885057471264,0.7084854605188187260126388336,-11.35585568197147781543508672,-24.530214422815433208000000,13.04010513223514189574089469,1.207086469616302551863411052,2.253534055443363319258307325,189.8583913725779757907142858,13.336566823711409536902107,4.731844351637356813335277,-8.604722472074052723566830,0,False,False,89,31,9,47,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 21067, ""TRENDING_DOWN"": 456, ""TRENDING_UP"": 234}",7.990131019158151464303957974,23.31868548842674115541638310,35.78529276027799432950017009,-1179.810299646170030319995402,-1547.863874564425572168753885,-1847.199300008864858459468171,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,B,VALIDATION,B-VALIDATION,2024-07-01T00:00:00+00:00,2025-06-30T23:59:59.999000+00:00,TRADE_EXIT_TIME,8.670677937391640384328914026,9.514824582858174457142857136,867.0677937391640384328914026,951.4824582858174457142857136,38,13,25,47.36842105263157894736842105,1.857814868416080262559174558,22.81757351945168522191819481,-7.159518532327004476555776,2.883356344911342807581566889,1.324200913242009132420091324,2.134703196347031963470319635,81.48074567588921877714285712,4.609939898765317078316275,1.676021028001128574064821,-2.933918870764188504251454,0,True,False,38,7,10,21,0,"{""HIGH_VOLATILITY"": 19, ""RANGING"": 8448, ""TRENDING_DOWN"": 178, ""TRENDING_UP"": 115}",9.599983623789684692996337560,28.37388283744566582361157598,46.65063406266588820997708109,686.7940772833968636957485457,334.2475817638838200047485456,-8.9631982986018530233683178,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,C,DEVELOPMENT,C-DEVELOPMENT,2022-01-05T04:00:00+00:00,2024-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-11.01357303312639891256246804,-8.702078416757409099999999992,-1101.357303312639891256246804,-870.2078416757409099999999992,102,35,67,36.27450980392156862745098039,0.7178147602287913614817686325,-10.79762062071215579662987063,-24.519110558831949307500000,13.47118349871424221429938422,1.148679590902152343153716990,2.148526942451534116928713174,221.7763086066214400364285715,15.006232717103854677243510,5.633079686826313457425277,-9.373153030277541219818233,0,False,False,104,36,11,55,0,"{""HIGH_VOLATILITY"": 37, ""RANGING"": 25363, ""TRENDING_DOWN"": 528, ""TRENDING_UP"": 276}",6.847900047943993389250971626,19.98515757642893561746643946,31.62673540903224245949629686,-1293.208158627291351633389661,-1661.261733545546893482148144,-1987.412326977119910642148144,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,C,VALIDATION,C-VALIDATION,2025-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,9.971850163272186532339649990,10.97884246758241527142857143,997.185016327218653233964999,1097.884246758241527142857143,42,19,23,52.38095238095238095238095238,1.927417507429092714750224482,23.74250038874330126747535712,6.759299492683918210645000,2.583505972440461364666709644,2.134703196347031963470319635,2.066210045662100456621004566,95.66860452497282438071428569,6.601753401689586252028440,1.571127495639536723850583,-5.030625906050049528177857,0,True,False,42,7,11,24,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 8424, ""TRENDING_DOWN"": 159, ""TRENDING_UP"": 164}",8.698736158583940286202784242,25.67791189478718308109858657,41.99897350101042578244390593,816.9112998714514784968221421,465.0326985989619843505624215,126.7929384064463255777052787,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,D,DEVELOPMENT,D-DEVELOPMENT,2022-01-05T04:00:00+00:00,2023-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-6.464627673661535261256321756,-4.812318301463196914285714290,-646.4627673661535261256321756,-481.2318301463196914285714290,72,24,48,37.500,0.7671226376180810110206079774,-8.978649546752132307300446883,-23.206757557428382640342388,9.022743754117351615126219646,1.194029850746268656716417910,2.428243398392652123995407577,156.8705799323806224285714285,11.773836013486051853992963,3.413478726032839585503645,-8.360357287453212268489318,0,False,False,74,26,8,38,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 16786, ""TRENDING_DOWN"": 407, ""TRENDING_UP"": 196}",9.009126756522358517937087836,26.29255926554873296665007178,40.34905531881680187254105821,-838.3136226808049865027750330,-1206.367197599060528351533516,-1505.702623043499814642247801,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_12_1X,D,VALIDATION,D-VALIDATION,2024-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,5.422904803807322881033503710,7.089082352288203085714285715,542.2904803807322881033503710,708.9082352288203085714285715,72,30,42,44.44444444444444444444444444,1.246248654365964690594265129,7.531812227510170668102088486,-12.8199439649150037995889735,5.089247463157510987553192165,1.595987232102143182854537164,1.829685362517099863201094391,160.5743331992136419885714284,9.834150105307389075278987,3.790728456433010595772215,-6.043421648874378479506772,0,True,False,72,17,14,41,0,"{""HIGH_VOLATILITY"": 19, ""RANGING"": 17001, ""TRENDING_DOWN"": 280, ""TRENDING_UP"": 244}",6.568551282995487933277140980,19.41412733805205832580642581,31.91954218187635107801542008,362.0167639249651133662075141,9.4702684054520696752075140,-333.7405116570336033529093494,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,A,DEVELOPMENT,A-DEVELOPMENT,2022-01-05T04:00:00+00:00,2023-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-5.780743911467382937570361064,-4.316773606770561485714285732,-578.0743911467382937570361064,-431.6773606770561485714285732,61,20,41,32.78688524590163934426229508,0.7997546634899497294894368919,-9.476629363061283504213706662,-51.323821412418250006318763,9.477886553481232331217315048,1.624569460390355912743972445,3.243398392652123995407577497,136.7016602216501675514285713,13.940508030214364626888165,4.245137782182386992709203,-9.695370248031977634178962,0,False,False,62,30,12,19,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 16786, ""TRENDING_DOWN"": 407, ""TRENDING_UP"": 196}",8.402937470974789010711867621,24.72744151381916725851385609,40.73059622104478799948750070,-772.0777427292224021770361066,-1148.970764743609706466517693,-1518.444613599302618190598974,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,A,VALIDATION,A-VALIDATION,2024-01-01T00:00:00+00:00,2024-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-3.445855337893695060503330887,-2.9034734051149562000000000,-344.5855337893695060503330887,-290.3473405114956200000000000,25,6,19,32.00,0.7243234155751834630512459580,-13.78342135157478024201332355,-55.53807337417670184574217153,4.818068882050055691387966434,1.206739526411657559198542805,2.299635701275045537340619308,54.31842820807298122857142858,3.793321391399297886974770,3.873556321598393065213110,0.080234930199095178238340,0,False,False,25,13,5,7,0,"{""HIGH_VOLATILITY"": 6, ""RANGING"": 8577, ""TRENDING_DOWN"": 121, ""TRENDING_UP"": 80}",19.56626618578888160874489616,49.58179031488215664014040526,76.32930872982847550339006720,-521.7341011507841792389045176,-793.4878965648920014431902323,-1035.653904258390886823926464,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,A,REFERENCE_ONLY,A-REFERENCE,2025-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,6.833613305206798702237495369,7.695214040147992671428571412,683.3613305206798702237495369,769.5214040147992671428571412,36,14,22,47.22222222222222222222222222,1.569965656460018772439956413,18.98225918112999639510415380,-6.485445853946361635681879,4.591489500157716453482519288,2.728310502283105022831050228,3.002283105022831050228310502,80.44579113509364345214285714,7.696616400591612139481906,1.982334041565858672517159,-5.714282359025753466964747,0,True,False,36,11,11,14,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 8424, ""TRENDING_DOWN"": 159, ""TRENDING_UP"": 164}",9.745181040456064848583675755,28.51924791728617178813820871,46.51427625645072724849854896,499.9265114911192481437495372,146.5397918700508441356300588,-192.1829833275647276072270840,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,False
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,B,DEVELOPMENT,B-DEVELOPMENT,2022-01-05T04:00:00+00:00,2024-06-30T23:59:59.999000+00:00,TRADE_EXIT_TIME,-8.087143720248587597932858744,-6.362941325603357742857142883,-808.7143720248587597932858744,-636.2941325603357742857142883,73,23,50,32.87671232876712328767123288,0.7700404069152338190619780807,-11.07827906883368164100391609,-55.585759966998485037000000,13.90906042737488340918649050,1.592619790710482834587846521,3.047549109601615568202680375,163.1364075853552490057142856,15.732449117410127883451933,6.448617238242391381594633,-9.283831879167736501857300,0,False,False,74,36,14,23,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 21067, ""TRENDING_DOWN"": 456, ""TRENDING_UP"": 234}",7.163942447950786034025411306,21.08143354653805673300597147,34.72495757658388554437886607,-1002.717723607342868213285875,-1379.610745621730172502767461,-1749.084594477423084226848742,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,B,VALIDATION,B-VALIDATION,2024-07-01T00:00:00+00:00,2025-06-30T23:59:59.999000+00:00,TRADE_EXIT_TIME,4.856481926932031801032849629,5.612301679757801142857142849,485.6481926932031801032849629,561.2301679757801142857142849,34,10,24,44.11764705882352941176470588,1.361928849020317442786379585,14.28377037332950529715544009,-25.884042834939170787693832,4.641109122575948785150829947,1.792237442922374429223744292,3.025114155251141552511415525,72.65953083180426145285714286,5.623340135864321317663860,2.700895685091648588091681,-2.922444450772672729572179,0,True,False,34,13,11,10,0,"{""HIGH_VOLATILITY"": 19, ""RANGING"": 8448, ""TRENDING_DOWN"": 178, ""TRENDING_UP"": 115}",10.03757448459575292347303998,29.43260865456720525771625088,48.54245946401028049408920080,302.2133736636425580232849632,-52.2272921068331140550007512,-401.4562846579422253362630866,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,C,DEVELOPMENT,C-DEVELOPMENT,2022-01-05T04:00:00+00:00,2024-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-9.226599249361077998073691955,-7.220247011885517685714285732,-922.6599249361077998073691955,-722.0247011885517685714285732,86,26,60,32.55813953488372093023255814,0.7769625506362871137656711340,-10.72860377832683488148103716,-53.53125968937279977786675775,13.90906042737488340918649050,1.484506182262250038162112655,2.927034040604487864448175851,191.0200884297231487799999998,17.733829421613662513862935,8.118694103780780057922313,-9.615135317832882455940622,0,False,False,87,43,17,26,0,"{""HIGH_VOLATILITY"": 37, ""RANGING"": 25363, ""TRENDING_DOWN"": 528, ""TRENDING_UP"": 276}",6.035945065656843622216519780,17.76205988765268455370649177,29.25734508091690359310321493,-1116.663276518591908227369196,-1493.556298532979212516850782,-1863.030147388672124240932063,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,C,VALIDATION,C-VALIDATION,2025-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,6.833613305206798702237495369,7.695214040147992671428571412,683.3613305206798702237495369,769.5214040147992671428571412,36,14,22,47.22222222222222222222222222,1.569965656460018772439956413,18.98225918112999639510415380,-6.485445853946361635681879,4.591489500157716453482519288,2.728310502283105022831050228,3.002283105022831050228310502,80.44579113509364345214285714,7.696616400591612139481906,1.982334041565858672517159,-5.714282359025753466964747,0,True,False,36,11,11,14,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 8424, ""TRENDING_DOWN"": 159, ""TRENDING_UP"": 164}",9.745181040456064848583675755,28.51924791728617178813820871,46.51427625645072724849854896,499.9265114911192481437495372,146.5397918700508441356300588,-192.1829833275647276072270840,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,D,DEVELOPMENT,D-DEVELOPMENT,2022-01-05T04:00:00+00:00,2023-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-5.780743911467382937570361064,-4.316773606770561485714285732,-578.0743911467382937570361064,-431.6773606770561485714285732,61,20,41,32.78688524590163934426229508,0.7997546634899497294894368919,-9.476629363061283504213706662,-51.323821412418250006318763,9.477886553481232331217315048,1.624569460390355912743972445,3.243398392652123995407577497,136.7016602216501675514285713,13.940508030214364626888165,4.245137782182386992709203,-9.695370248031977634178962,0,False,False,62,30,12,19,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 16786, ""TRENDING_DOWN"": 407, ""TRENDING_UP"": 196}",8.402937470974789010711867621,24.72744151381916725851385609,40.73059622104478799948750070,-772.0777427292224021770361066,-1148.970764743609706466517693,-1518.444613599302618190598974,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,D,VALIDATION,D-VALIDATION,2024-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,3.387757967313103641734164482,4.791740635033036471428571412,338.7757967313103641734164482,479.1740635033036471428571412,61,20,41,40.98360655737704918032786885,1.138337111502108825349977012,5.553701585759186297924859807,-28.856042641353034592050976,4.818068882050055691387966434,1.966484268125854993160054720,2.650478796169630642954856361,134.7642193431666246807142857,11.489937791990910026456676,5.855890363164251737730269,-5.634047428826658288726407,0,True,False,61,24,16,21,0,"{""HIGH_VOLATILITY"": 19, ""RANGING"": 17001, ""TRENDING_DOWN"": 280, ""TRENDING_UP"": 244}",6.580171439362141673235004919,19.29466238601027187803035409,31.82220025880475197550685392,155.3409777017497420934164485,-199.0996880687259299848692659,-548.3286806198350412661316013,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,A,DEVELOPMENT,A-DEVELOPMENT,2022-01-05T04:00:00+00:00,2023-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-5.417975321549002285518319280,-4.139222653828529521428571453,-541.7975321549002285518319280,-413.9222653828529521428571453,50,17,33,26.00,0.8313976864244913122550443489,-10.83595064309800457103663856,-76.0361839344871493491221607,8.883833777557214477684084188,3.122847301951779563719862227,6.492537313432835820895522388,114.9983725033909446317857143,19.331245251967928641456431,6.454350983311596864267363,-12.876894268656331777189068,0,False,False,51,37,13,0,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 16786, ""TRENDING_DOWN"": 407, ""TRENDING_UP"": 196}",9.151223385693909027748204017,27.07282317226992609969463680,44.88761458957890560764074152,-786.2877352022858372864033564,-1265.093178592924430525396085,-1741.045058171528722611078591,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,A,VALIDATION,A-VALIDATION,2024-01-01T00:00:00+00:00,2024-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-4.182815079752971378694772457,-3.644395713828971157142857144,-418.2815079752971378694772457,-364.4395713828971157142857144,24,4,20,25.00,0.7186785814792288974737656190,-17.42839616563738074456155190,-79.20571635805139994535714255,5.780329446659709089251669200,3.107923497267759562841530055,3.312841530054644808743169399,51.15976931295811718642857145,8.572888669680299511353612,5.890721390238394542590652,-2.682167279441904968762960,0,False,False,24,18,6,0,0,"{""HIGH_VOLATILITY"": 6, ""RANGING"": 8577, ""TRENDING_DOWN"": 121, ""TRENDING_UP"": 80}",20.57593764129800447966081906,57.13247746519249509990115029,86.22120430226187140899960032,-638.1485853033210034694772459,-1028.778636211569885540901131,-1339.610320500064585661186845,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,A,REFERENCE_ONLY,A-REFERENCE,2025-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,11.95446227619742032882653467,12.66972499962176398571428568,1195.446227619742032882653467,1266.972499962176398571428568,30,11,19,46.66666666666666666666666667,1.812895947508247544864525933,39.84820758732473442942178223,-64.2843960832505734753685714,3.284337067231894212537459086,4.977168949771689497716894977,6.837899543378995433789954338,67.57379728451299774571428571,12.936329707153193321014373,8.983854649231825377953556,-3.952475057921367943060817,0,True,False,30,16,14,0,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 8424, ""TRENDING_DOWN"": 159, ""TRENDING_UP"": 164}",9.350678511472675250345785671,26.63062868853190431519494801,43.38293206389971361567187708,946.1526494358672836307414484,485.4608819675698548699784236,38.836431544719090563435567,BOUNDARY_SENSITIVE,BOTH_NEGATIVE,False
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,B,DEVELOPMENT,B-DEVELOPMENT,2022-01-05T04:00:00+00:00,2024-06-30T23:59:59.999000+00:00,TRADE_EXIT_TIME,-9.123020536159294438984321055,-7.584235760831823271428571465,-912.3020536159294438984321055,-758.4235760831823271428571465,61,19,42,24.59016393442622950819672131,0.7704668922988050027517554567,-14.95577137075294170325298534,-76.25607408064890299567289312,14.45234915321001262291667048,3.442261795483752524325316688,5.920690288232054341839544704,138.8875657631836065114285715,25.430681871701538646818260,10.439770102138028402671873,-14.990911769563510244146387,0,False,False,62,46,15,0,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 21067, ""TRENDING_DOWN"": 456, ""TRENDING_UP"": 234}",7.983883002383243944447622356,23.61938329355112480250985078,39.16169981158147416915434998,-1156.792256663315052633003534,-1635.597700053953645871996263,-2111.549579632557937957678768,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,B,VALIDATION,B-VALIDATION,2024-07-01T00:00:00+00:00,2025-06-30T23:59:59.999000+00:00,TRADE_EXIT_TIME,7.040032717108181395166209385,7.680471753890899957142857132,704.0032717108181395166209385,768.0471753890899957142857132,30,7,23,40.0,1.444758390554711797256164436,23.46677572369393798388736462,-74.79965662681303881128571415,3.299126687824860211869858199,2.488584474885844748858447489,5.342465753424657534246575342,63.00374429781012481571428572,7.262548874167227459767725,6.222389493705496077817236,-1.040159380461731381950489,0,True,False,30,18,12,0,0,"{""HIGH_VOLATILITY"": 19, ""RANGING"": 8448, ""TRENDING_DOWN"": 178, ""TRENDING_UP"": 115}",10.17846955244717536497707640,30.02503051739018569293763840,49.28886200148801939308440405,471.2326135027010335936777824,17.3630965607743392889293429,-423.1800235083539191506849425,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,C,DEVELOPMENT,C-DEVELOPMENT,2022-01-05T04:00:00+00:00,2024-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-9.600790401301973664213091743,-7.783618367657500678571428596,-960.0790401301973664213091743,-778.3618367657500678571428596,74,21,53,25.67567567567567567567567568,0.7957413352858958733134918777,-12.97404108284050495163931317,-76.21028531982481840390787495,14.45234915321001262291667048,3.117844603877270645702946115,5.426652419477942298885666310,166.1581418163490618182142857,27.904133921648228152810043,12.345072373549991406858015,-15.559061548098236745952028,0,False,False,75,55,19,0,0,"{""HIGH_VOLATILITY"": 37, ""RANGING"": 25363, ""TRENDING_DOWN"": 528, ""TRENDING_UP"": 276}",6.536767569131252366029411780,19.33826167919516159628926053,32.06346200263508433832716661,-1204.569243177582975155880603,-1683.374686568221568394873332,-2159.326566146825860480555837,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,C,VALIDATION,C-VALIDATION,2025-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,11.95446227619742032882653467,12.66972499962176398571428568,1195.446227619742032882653467,1266.972499962176398571428568,30,11,19,46.66666666666666666666666667,1.812895947508247544864525933,39.84820758732473442942178223,-64.2843960832505734753685714,3.284337067231894212537459086,4.977168949771689497716894977,6.837899543378995433789954338,67.57379728451299774571428571,12.936329707153193321014373,8.983854649231825377953556,-3.952475057921367943060817,0,True,False,30,16,14,0,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 8424, ""TRENDING_DOWN"": 159, ""TRENDING_UP"": 164}",9.350678511472675250345785671,26.63062868853190431519494801,43.38293206389971361567187708,946.1526494358672836307414484,485.4608819675698548699784236,38.836431544719090563435567,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,D,DEVELOPMENT,D-DEVELOPMENT,2022-01-05T04:00:00+00:00,2023-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,-5.417975321549002285518319280,-4.139222653828529521428571453,-541.7975321549002285518319280,-413.9222653828529521428571453,50,17,33,26.00,0.8313976864244913122550443489,-10.83595064309800457103663856,-76.0361839344871493491221607,8.883833777557214477684084188,3.122847301951779563719862227,6.492537313432835820895522388,114.9983725033909446317857143,19.331245251967928641456431,6.454350983311596864267363,-12.876894268656331777189068,0,False,False,51,37,13,0,0,"{""HIGH_VOLATILITY"": 31, ""RANGING"": 16786, ""TRENDING_DOWN"": 407, ""TRENDING_UP"": 196}",9.151223385693909027748204017,27.07282317226992609969463680,44.88761458957890560764074152,-786.2877352022858372864033564,-1265.093178592924430525396085,-1741.045058171528722611078591,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,D,VALIDATION,D-VALIDATION,2024-01-01T00:00:00+00:00,2025-12-31T23:59:59.999000+00:00,TRADE_EXIT_TIME,7.771647196444448950131762204,9.025329285792792828571428539,777.1647196444448950131762204,902.5329285792792828571428539,54,15,39,37.03703703703703703703703704,1.262782266153760930624949036,14.39193925267490546320696704,-73.49886512860390220121488785,5.780329446659709089251669200,4.041267669858641130870953032,5.072959416324669402644778842,118.7335665974711149321428573,21.509218376833492832367985,14.874576039470219920544208,-6.634642337363272911823777,0,True,False,54,34,20,0,0,"{""HIGH_VOLATILITY"": 19, ""RANGING"": 17001, ""TRENDING_DOWN"": 280, ""TRENDING_UP"": 244}",6.675220150787170026299977407,19.01095295188606739833974815,30.97001163689515297427286648,527.8711414605701457612642018,67.1793739922727170005011770,-379.4450764305780473060416796,BOUNDARY_SENSITIVE,SIGN_CHANGE,True
