configuration,design,fold,mode,train_start,train_end,validation_start,validation_end,train_days,validation_days,step_days,period,start,end,attribution_policy,net_return_percent,gross_return_percent,net_pnl,gross_pnl,trades,long_trades,short_trades,win_rate_percent,profit_factor,expectancy,median_trade_pnl,maximum_drawdown_percent,exposure_long_percent,exposure_short_percent,trading_fees,funding_paid,funding_received,net_funding,liquidations,positive,zero_trade,signal_count,stop_count,target_count,time_exit_count,forced_end_count,regime_distribution,best_trade_concentration_percent,top_3_concentration_percent,top_5_concentration_percent,result_without_best_trade,result_without_top_3,result_without_top_5,warning,fixed_parameters,selection_performed,fold_count,median_return_percent,mean_return_percent,positive_fold_percent,zero_trade_fold_percent
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,5,ROLLING,2022-12-27T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,2023-12-27T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-5,2023-12-27T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,TRADE_EXIT_TIME,-5.575293451074429989076279362,-5.408046211438348771428571436,-557.5293451074429989076279362,-540.8046211438348771428571436,9,0,9,11.11111111111111111111111111,0.2201213139973161130007498393,-61.94770501193811098973643736,-89.70608623959846942948571461,5.575293451074429989076279360,0,3.680555555555555555555555556,21.03530705832751064857142857,0,4.310583094719388883800636,4.310583094719388883800636,0,False,False,9,8,1,0,0,"{""RANGING"": 4233, ""TRENDING_DOWN"": 49, ""TRENDING_UP"": 38}",100,100,100,-714.8923994385510216276279363,-714.8923994385510216276279363,-714.8923994385510216276279363,,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,6,ROLLING,2023-03-27T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,2024-03-26T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-6,2024-03-26T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,TRADE_EXIT_TIME,-3.427104888916684125094520404,-3.184772659164301471428571418,-342.7104888916684125094520404,-318.4772659164301471428571418,12,0,12,25.00,0.5784818805611424012488516985,-28.55920740763903437578767003,-85.9009190452367614708142857,5.237286489645739555080276329,0,2.962962962962962962962962963,26.21656595196499999357142858,0.119711905213007120146844,2.103054881939741747123374,1.983342976726734626976530,0,False,False,12,9,3,0,0,"{""HIGH_VOLATILITY"": 6, ""RANGING"": 4220, ""TRENDING_DOWN"": 67, ""TRENDING_UP"": 27}",39.05635121012921989512743934,100,100,-526.4034759353998546123091835,-813.0385696062101144458806125,-813.0385696062101144458806125,,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,7,ROLLING,2023-06-25T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,2024-06-24T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-7,2024-06-24T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,TRADE_EXIT_TIME,-1.593640766860817064807439765,-1.393247996696509999999999984,-159.3640766860817064807439765,-139.3247996696509999999999984,10,0,10,30.0,0.7345880540895140585787408597,-15.93640766860817064807439765,-77.9932847650168812878571427,3.318685236294020358087571771,0,2.800925925925925925925925926,21.81621229821951439000000000,0.119711905213007120146844,1.896647187001815029402866,1.776935281788807909256022,0,False,False,10,7,3,0,0,"{""HIGH_VOLATILITY"": 6, ""RANGING"": 4200, ""TRENDING_DOWN"": 72, ""TRENDING_UP"": 42}",41.64652311962970457658519939,100,100,-343.0570637298131485836011196,-600.4404818305712996971625485,-600.4404818305712996971625485,,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,8,ROLLING,2023-09-23T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,2024-09-22T00:00:00+00:00,2025-03-20T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-8,2024-09-22T00:00:00+00:00,2025-03-20T23:59:59.999999+00:00,TRADE_EXIT_TIME,1.954988741335224161992325177,2.211112674423868314285714281,195.4988741335224161992325177,221.1112674423868314285714281,14,0,14,42.85714285714285714285714286,1.259948042095911592870075689,13.96420529525160115708803698,-70.3554114534352473868227928,4.789898360038177134405081427,0,5.925925925925925925925925926,30.09564617560300826428571429,0.090850261897699769313522,4.574103128636292804260326,4.483252866738593034946804,0,True,False,14,8,6,0,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 4169, ""TRENDING_DOWN"": 91, ""TRENDING_UP"": 47}",20.34619760711744808686036338,59.08192995467689312924406923,87.57236710675286359967084950,2.7048341248163875878039465,-364.3425364054621219855897535,-634.3087770872781971255797535,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,9,ROLLING,2023-12-22T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,2024-12-21T00:00:00+00:00,2025-06-18T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-9,2024-12-21T00:00:00+00:00,2025-06-18T23:59:59.999999+00:00,TRADE_EXIT_TIME,2.988504108931599405823238172,3.227372911830299042857142841,298.8504108931599405823238172,322.7372911830299042857142841,13,0,13,46.15384615384615384615384615,1.423083266996669827563646329,22.98849314562768773710183209,-91.99359212880502257828571452,4.811758534719257525975010241,0,5.578703703703703703703703704,27.04078627129797817785714286,0.432581830130245686313522,3.586487811558260160780198,3.153905981428014474466676,0,True,False,13,7,6,0,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 4143, ""TRENDING_DOWN"": 91, ""TRENDING_UP"": 73}",19.17941179891501913558319734,56.07070963602431460938349757,88.28504993670424318508322224,106.0563708844539119708952460,-264.7799418111778692673555969,-588.6028451358094827844984538,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,10,ROLLING,2024-03-21T00:00:00+00:00,2025-03-20T23:59:59.999999+00:00,2025-03-21T00:00:00+00:00,2025-09-16T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-10,2025-03-21T00:00:00+00:00,2025-09-16T23:59:59.999999+00:00,TRADE_EXIT_TIME,-1.088873148082653497198469325,-1.000937531519561971428571439,-108.8873148082653497198469325,-100.0937531519561971428571439,4,0,4,25.00,0.6304448604372382837449975877,-27.22182870206633742996173312,-96.5986417614738800005663232,2.892708895890453422688693636,0,1.828703703703703703703703704,8.541406342406282128571428572,0.341731568232545917000000,0.089576254329675468581640,-0.252155313902870448418360,0,False,False,4,3,1,0,0,"{""RANGING"": 4122, ""TRENDING_DOWN"": 45, ""TRENDING_UP"": 153}",100,100,100,-294.6442983774900737618469323,-294.6442983774900737618469323,-294.6442983774900737618469323,,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,11,ROLLING,2024-06-19T00:00:00+00:00,2025-06-18T23:59:59.999999+00:00,2025-06-19T00:00:00+00:00,2025-12-15T23:59:59.999999+00:00,365,180,90,ROLLING_365_180_90-11,2025-06-19T00:00:00+00:00,2025-12-15T23:59:59.999999+00:00,TRADE_EXIT_TIME,0.3571594019799185483177708903,0.5030356424200921285714285669,35.71594019799185483177708903,50.30356424200921285714285669,8,0,8,37.500,1.076406761540150750270232896,4.464492524748981853972136129,-80.76820617716965172769789605,1.598714770829106788181357050,0,6.458333333333333333333333333,18.37276398433364603357142857,0.236317375367718179681506,4.021457315684006187887167,3.785139940316288008205661,0,True,False,8,5,3,0,0,"{""RANGING"": 4161, ""TRENDING_DOWN"": 68, ""TRENDING_UP"": 91}",37.45020581799864391879885955,100,100,-152.7187770699251925356912652,-467.4447585273405033272679833,-467.4447585273405033272679833,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_SHORT_MIRRORED_1X,EXPANDING_365_90_90,CONSOLIDATED,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,12,-0.5118545027603556954889776715,-0.4403076163327229169952363096,16.66666666666666666666666667,16.66666666666666666666666667
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_180_90,CONSOLIDATED,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,11,-0.9200008485714502112286970706,-1.001507114485022338109383143,27.27272727272727272727272727,0
FUTURES_SHORT_MIRRORED_1X,ROLLING_365_90_90,CONSOLIDATED,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,12,-0.5118545027603556954889776715,-0.4403076163327229169952363096,16.66666666666666666666666667,16.66666666666666666666666667
FUTURES_SHORT_MIRRORED_1X,ROLLING_730_90_90,CONSOLIDATED,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,8,-0.786081156602934597602498045,-0.4779088383779661374678387582,25.00,12.500
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,1,ROLLING,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59.999999+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-1,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999999+00:00,TRADE_EXIT_TIME,-1.105856285731508882880091518,-0.9972249369899971714285714381,-110.5856285731508882880091518,-99.72249369899971714285714381,4,3,1,25.00,0.5000145788589213888823481072,-27.64640714328772207200228795,-66.3335468683084544485714290,1.548793360169342819061091520,1.2500,0.7870370370370370370370370370,9.921723595997852820000000000,0.998567645068360371900000,0.057156366915042046747992,-0.941411278153318325152008,0,False,False,4,3,1,0,0,"{""RANGING"": 2128, ""TRENDING_DOWN"": 7, ""TRENDING_UP"": 25}",100,100,100,-221.1777061834517864661091524,-221.1777061834517864661091524,-221.1777061834517864661091524,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,2,ROLLING,2022-04-01T00:00:00+00:00,2023-03-31T23:59:59.999999+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-2,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999999+00:00,TRADE_EXIT_TIME,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,False,True,0,0,0,0,0,"{""RANGING"": 2154, ""TRENDING_UP"": 6}",0,0,0,0,0,0,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,3,ROLLING,2022-06-30T00:00:00+00:00,2023-06-29T23:59:59.999999+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-3,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.5222728854418780850428571492,-0.4922805334451981142857142921,-52.22728854418780850428571492,-49.22805334451981142857142921,1,0,1,0,0E+26,-52.22728854418780850428571492,-52.22728854418780850428571492,0.5222728854418780850428571500,0,1.018518518518518518518518519,2.484946445125072735714285714,0.514288754542924340000000,0,-0.514288754542924340000000,0,False,False,1,1,0,0,0,"{""RANGING"": 2155, ""TRENDING_DOWN"": 5}",0,0,0,-52.22728854418780850428571492,-52.22728854418780850428571492,-52.22728854418780850428571492,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,4,ROLLING,2022-09-28T00:00:00+00:00,2023-09-27T23:59:59.999999+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-4,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.7062817077664685097428571467,-0.6821500267421453714285714324,-70.62817077664685097428571467,-68.21500267421453714285714324,1,1,0,0,0E+26,-70.62817077664685097428571467,-70.62817077664685097428571467,0.7062817077664685097428571500,0.04629629629629629629629629630,0,2.413168102432313831428571428,0,0,0,0,False,False,1,1,0,0,0,"{""RANGING"": 2146, ""TRENDING_UP"": 14}",0,0,0,-70.62817077664685097428571467,-70.62817077664685097428571467,-70.62817077664685097428571467,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,5,ROLLING,2022-12-27T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-5,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,TRADE_EXIT_TIME,-3.517894135081988406457371438,-3.443568675130708628571428582,-351.7894135081988406457371438,-344.3568675130708628571428582,4,1,3,0,0E+25,-87.94735337704971016143428595,-96.5791436474311498869285717,3.517894135081988406457371450,2.129629629629629629629629630,4.583333333333333333333333333,9.270396829761528685714285715,1.120954750158460000000000,2.958805584792010897120000,1.837850834633550897120000,0,False,False,4,4,0,0,0,"{""RANGING"": 2125, ""TRENDING_DOWN"": 24, ""TRENDING_UP"": 11}",0,0,0,-351.7894135081988406457371438,-351.7894135081988406457371438,-351.7894135081988406457371438,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,6,ROLLING,2023-03-27T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-6,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,TRADE_EXIT_TIME,-1.088555101212369277977629442,-0.9248042756464572000000000,-108.8555101212369277977629442,-92.4804275646457200000000000,7,1,6,28.57142857142857142857142857,0.7461854610354090649308186936,-15.55078716017670397110899203,-77.94021699744582643714285681,3.415191644012830142777732183,2.777777777777777777777777778,2.777777777777777777777777778,15.22959416940765124714285714,2.279072166993642133403400,1.133583779810085582783313,-1.145488387183556550620087,0,False,False,7,5,2,0,0,"{""RANGING"": 2108, ""TRENDING_DOWN"": 25, ""TRENDING_UP"": 27}",53.31654405057925382942833440,100,100,-279.4805223188511173786452583,-428.8781508155571107272166870,-428.8781508155571107272166870,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,7,ROLLING,2023-06-25T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-7,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.4674410573231234193007477551,-0.3526276533743517285714285607,-46.74410573231234193007477551,-35.26276533743517285714285607,6,0,6,33.33333333333333333333333333,0.8662338055699760382128574941,-7.790684288718723655012462585,-79.907566016218266847432788,1.869597840550126223776166786,0,3.148148148148148148148148148,12.24477683994320269642857143,0.115786292801428101637772,0.879222737867461725134424,0.763436445066033623496652,0,False,False,6,4,2,0,0,"{""HIGH_VOLATILITY"": 6, ""RANGING"": 2112, ""TRENDING_DOWN"": 42}",58.69441371305121071839670655,100,100,-224.4134016094329161015033473,-349.4463300797961451843604905,-349.4463300797961451843604905,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,8,ROLLING,2023-09-23T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,2024-09-22T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-8,2024-09-22T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.4600003781812142683810783782,-0.3127744401488958714285714221,-46.00003781812142683810783782,-31.27744401488958714285714221,6,2,4,33.33333333333333333333333333,0.8405965300179089963564395835,-7.66667296968690447301797297,-54.9566954832972413010905930,1.380046949861335422003465360,2.592592592592592592592592593,2.453703703703703703703703704,13.54240363022026038357142857,2.139761332290934941475059,0.959571159279355629795792,-1.180190173011579311679267,0,False,False,6,4,2,0,0,"{""RANGING"": 2088, ""TRENDING_DOWN"": 30, ""TRENDING_UP"": 42}",51.42549571536084803277700169,100,100,-170.7460000394402763541978378,-288.5761384196312404593226144,-288.5761384196312404593226144,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,9,ROLLING,2023-12-22T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,2024-12-21T00:00:00+00:00,2025-03-20T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-9,2024-12-21T00:00:00+00:00,2025-03-20T23:59:59.999999+00:00,TRADE_EXIT_TIME,2.984815545731945707809977187,3.154670371431226542857142846,298.4815545731945707809977187,315.4670371431226542857142846,10,0,10,50.0,1.597622519079185549319000490,29.84815545731945707809977187,9.036172693994477850482329885,4.625407945009284376987275482,0,9.398148148148148148148148148,20.38929163955585557285714286,0.088463675090449829158218,3.492272744718221897298795,3.403809069627772068140577,0,True,False,10,5,5,0,0,"{""HIGH_VOLATILITY"": 13, ""RANGING"": 2081, ""TRENDING_DOWN"": 61, ""TRENDING_UP"": 5}",23.52706119268190446866269709,68.31862182463150980332912072,100,110.7521080834833015695691475,-246.6531290594271349128400129,-499.4483056513562909123761014,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,10,ROLLING,2024-03-21T00:00:00+00:00,2025-03-20T23:59:59.999999+00:00,2025-03-21T00:00:00+00:00,2025-06-18T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-10,2025-03-21T00:00:00+00:00,2025-06-18T23:59:59.999999+00:00,TRADE_EXIT_TIME,2.178210275384054297361923468,2.421450928997331085714285714,217.8210275384054297361923468,242.1450928997331085714285714,9,6,3,44.44444444444444444444444444,1.482596654307372738151870516,24.20233639315615885957692742,-80.50727170268633901812703245,2.743246153624683143976712588,5.833333333333333333333333333,1.759259259259259259259259259,20.24089193716141956857142857,4.083173424166259266664796,0,-4.083173424166259266664796,0,True,False,9,5,4,0,0,"{""RANGING"": 2062, ""TRENDING_DOWN"": 30, ""TRENDING_UP"": 68}",27.50269426262960212570342281,79.07731567618034740940967801,100,33.7803801120359878201923465,-311.3431421538236018464076536,-451.3521293491439952409382397,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,11,ROLLING,2024-06-19T00:00:00+00:00,2025-06-18T23:59:59.999999+00:00,2025-06-19T00:00:00+00:00,2025-09-16T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-11,2025-06-19T00:00:00+00:00,2025-09-16T23:59:59.999999+00:00,TRADE_EXIT_TIME,0.5645887884307789817458593585,0.7799411605138119857142857131,56.45887884307789817458593585,77.99411605138119857142857131,6,5,1,50.0,1.229480104298060905181762418,9.409813140512983029097655975,11.22445139058036720895172909,1.008930842141488824938627020,12.36111111111111111111111111,1.898148148148148148148148148,14.66632002118155282642857143,6.958218520375240207979934,0.089301333253492637565870,-6.868917187121747570414064,0,True,False,6,3,3,0,0,"{""RANGING"": 2060, ""TRENDING_DOWN"": 15, ""TRENDING_UP"": 85}",36.32731359933283555211782286,100,100,-53.42702871727854849301406425,-246.0295153506907863686898448,-246.0295153506907863686898448,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,ROLLING_365_90_90,12,ROLLING,2024-09-17T00:00:00+00:00,2025-09-16T23:59:59.999999+00:00,2025-09-17T00:00:00+00:00,2025-12-15T23:59:59.999999+00:00,365,90,90,ROLLING_365_90_90-12,2025-09-17T00:00:00+00:00,2025-12-15T23:59:59.999999+00:00,TRADE_EXIT_TIME,0.6405264211549124784059917735,0.7936970703958567428571428556,64.05264211549124784059917735,79.36970703958567428571428556,8,1,7,37.500,1.143679433187697219112690478,8.006580264436405980074897169,-67.97447838053398222142857155,2.328300413447617653552081905,0.7870370370370370370370370370,11.01851851851851851851851852,18.57802838399344120428571428,0.723229960713957886283414,3.984193420612972645454020,3.260963459899014759170606,0,True,False,8,5,3,0,0,"{""RANGING"": 2101, ""TRENDING_DOWN"": 53, ""TRENDING_UP"": 6}",37.45020573330083307471275726,100,100,-126.8891356586565289454735904,-445.8024415492742742668858832,-445.8024415492742742668858832,RESULT_DEPENDS_ON_FEW_TRADES,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,1,EXPANDING,2022-01-01T00:00:00+00:00,2022-12-31T23:59:59.999999+00:00,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-1,2023-01-01T00:00:00+00:00,2023-03-31T23:59:59.999999+00:00,TRADE_EXIT_TIME,-1.105856285731508882880091518,-0.9972249369899971714285714381,-110.5856285731508882880091518,-99.72249369899971714285714381,4,3,1,25.00,0.5000145788589213888823481072,-27.64640714328772207200228795,-66.3335468683084544485714290,1.548793360169342819061091520,1.2500,0.7870370370370370370370370370,9.921723595997852820000000000,0.998567645068360371900000,0.057156366915042046747992,-0.941411278153318325152008,0,False,False,4,3,1,0,0,"{""RANGING"": 2128, ""TRENDING_DOWN"": 7, ""TRENDING_UP"": 25}",100,100,100,-221.1777061834517864661091524,-221.1777061834517864661091524,-221.1777061834517864661091524,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,2,EXPANDING,2022-01-01T00:00:00+00:00,2023-03-31T23:59:59.999999+00:00,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-2,2023-04-01T00:00:00+00:00,2023-06-29T23:59:59.999999+00:00,TRADE_EXIT_TIME,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,False,True,0,0,0,0,0,"{""RANGING"": 2154, ""TRENDING_UP"": 6}",0,0,0,0,0,0,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,3,EXPANDING,2022-01-01T00:00:00+00:00,2023-06-29T23:59:59.999999+00:00,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-3,2023-06-30T00:00:00+00:00,2023-09-27T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.5222728854418780850428571492,-0.4922805334451981142857142921,-52.22728854418780850428571492,-49.22805334451981142857142921,1,0,1,0,0E+26,-52.22728854418780850428571492,-52.22728854418780850428571492,0.5222728854418780850428571500,0,1.018518518518518518518518519,2.484946445125072735714285714,0.514288754542924340000000,0,-0.514288754542924340000000,0,False,False,1,1,0,0,0,"{""RANGING"": 2155, ""TRENDING_DOWN"": 5}",0,0,0,-52.22728854418780850428571492,-52.22728854418780850428571492,-52.22728854418780850428571492,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,4,EXPANDING,2022-01-01T00:00:00+00:00,2023-09-27T23:59:59.999999+00:00,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-4,2023-09-28T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.7062817077664685097428571467,-0.6821500267421453714285714324,-70.62817077664685097428571467,-68.21500267421453714285714324,1,1,0,0,0E+26,-70.62817077664685097428571467,-70.62817077664685097428571467,0.7062817077664685097428571500,0.04629629629629629629629629630,0,2.413168102432313831428571428,0,0,0,0,False,False,1,1,0,0,0,"{""RANGING"": 2146, ""TRENDING_UP"": 14}",0,0,0,-70.62817077664685097428571467,-70.62817077664685097428571467,-70.62817077664685097428571467,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,5,EXPANDING,2022-01-01T00:00:00+00:00,2023-12-26T23:59:59.999999+00:00,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-5,2023-12-27T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,TRADE_EXIT_TIME,-3.517894135081988406457371438,-3.443568675130708628571428582,-351.7894135081988406457371438,-344.3568675130708628571428582,4,1,3,0,0E+25,-87.94735337704971016143428595,-96.5791436474311498869285717,3.517894135081988406457371450,2.129629629629629629629629630,4.583333333333333333333333333,9.270396829761528685714285715,1.120954750158460000000000,2.958805584792010897120000,1.837850834633550897120000,0,False,False,4,4,0,0,0,"{""RANGING"": 2125, ""TRENDING_DOWN"": 24, ""TRENDING_UP"": 11}",0,0,0,-351.7894135081988406457371438,-351.7894135081988406457371438,-351.7894135081988406457371438,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,6,EXPANDING,2022-01-01T00:00:00+00:00,2024-03-25T23:59:59.999999+00:00,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-6,2024-03-26T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,TRADE_EXIT_TIME,-1.088555101212369277977629442,-0.9248042756464572000000000,-108.8555101212369277977629442,-92.4804275646457200000000000,7,1,6,28.57142857142857142857142857,0.7461854610354090649308186936,-15.55078716017670397110899203,-77.94021699744582643714285681,3.415191644012830142777732183,2.777777777777777777777777778,2.777777777777777777777777778,15.22959416940765124714285714,2.279072166993642133403400,1.133583779810085582783313,-1.145488387183556550620087,0,False,False,7,5,2,0,0,"{""RANGING"": 2108, ""TRENDING_DOWN"": 25, ""TRENDING_UP"": 27}",53.31654405057925382942833440,100,100,-279.4805223188511173786452583,-428.8781508155571107272166870,-428.8781508155571107272166870,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,7,EXPANDING,2022-01-01T00:00:00+00:00,2024-06-23T23:59:59.999999+00:00,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-7,2024-06-24T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.4674410573231234193007477551,-0.3526276533743517285714285607,-46.74410573231234193007477551,-35.26276533743517285714285607,6,0,6,33.33333333333333333333333333,0.8662338055699760382128574941,-7.790684288718723655012462585,-79.907566016218266847432788,1.869597840550126223776166786,0,3.148148148148148148148148148,12.24477683994320269642857143,0.115786292801428101637772,0.879222737867461725134424,0.763436445066033623496652,0,False,False,6,4,2,0,0,"{""HIGH_VOLATILITY"": 6, ""RANGING"": 2112, ""TRENDING_DOWN"": 42}",58.69441371305121071839670655,100,100,-224.4134016094329161015033473,-349.4463300797961451843604905,-349.4463300797961451843604905,,True,False,,,,,
FUTURES_LONG_SHORT_BASELINE_1X,EXPANDING_365_90_90,8,EXPANDING,2022-01-01T00:00:00+00:00,2024-09-21T23:59:59.999999+00:00,2024-09-22T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,365,90,90,EXPANDING_365_90_90-8,2024-09-22T00:00:00+00:00,2024-12-20T23:59:59.999999+00:00,TRADE_EXIT_TIME,-0.4600003781812142683810783782,-0.3127744401488958714285714221,-46.00003781812142683810783782,-31.27744401488958714285714221,6,2,4,33.33333333333333333333333333,0.8405965300179089963564395835,-7.66667296968690447301797297,-54.9566954832972413010905930,1.380046949861335422003465360,2.592592592592592592592592593,2.453703703703703703703703704,13.54240363022026038357142857,2.139761332290934941475059,0.959571159279355629795792,-1.180190173011579311679267,0,False,False,6,4,2,0,0,"{""RANGING"": 2088, ""TRENDING_DOWN"": 30, ""TRENDING_UP"": 42}",51.42549571536084803277700169,100,100,-170.7460000394402763541978378,-288.5761384196312404593226144,-288.5761384196312404593226144,,True,False,,,,,
