configuration,period_type,period,side,trades,net_pnl,best_trade_concentration_percent,top_3_concentration_percent,top_5_concentration_percent,result_without_best_trade,result_without_top_3,result_without_top_5,warning
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q1,SHORT,3,-221.7221756203938053963914291,0,0,0,-221.7221756203938053963914291,-221.7221756203938053963914291,-221.7221756203938053963914291,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q2,ALL,8,-30.5516509370583870914583384,38.94674184465564936953262121,100,100,-177.6389754344246952143154813,-408.2143706686446842540088559,-408.2143706686446842540088559,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q2,LONG,2,230.5753952342199890396933746,51.44275866208791381242044764,100,100,111.9610511297248428193871426,0E-25,0E-25,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q2,SHORT,6,-261.1270461712783761311517130,100,100,100,-408.2143706686446842540088559,-408.2143706686446842540088559,-408.2143706686446842540088559,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q3,ALL,6,-7.19700740246723680347606353,58.69441376150135028364659598,100,100,-184.3455747638819099920474924,-309.0120456806234240734760642,-309.0120456806234240734760642,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q3,SHORT,6,-7.19700740246723680347606353,58.69441376150135028364659598,100,100,-184.3455747638819099920474924,-309.0120456806234240734760642,-309.0120456806234240734760642,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q4,ALL,7,-106.7485455087818032106072576,60.48570957523887791560033282,100,100,-230.3002090977855423710372576,-311.0144199717677871147731476,-311.0144199717677871147731476,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q4,LONG,3,-24.49190922272805587221199593,100,100,100,-105.2061200967103006159478859,-105.2061200967103006159478859,-105.2061200967103006159478859,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2024-Q4,SHORT,4,-82.25663628605374733839526157,100,100,100,-205.8082998750574864988252616,-205.8082998750574864988252616,-205.8082998750574864988252616,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q1,ALL,10,198.6501724417050714781793104,27.47542589222145055243383370,79.78400806334612200120287294,100,15.2153534121444493981793107,-334.0136391389646618830830247,-468.9821319641484916730830247,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q1,SHORT,10,198.6501724417050714781793104,27.47542589222145055243383370,79.78400806334612200120287294,100,15.2153534121444493981793107,-334.0136391389646618830830247,-468.9821319641484916730830247,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q2,ALL,11,400.9435731627471486391889737,27.11849089549048018669875423,73.06378608719170714015258760,92.95090849550327581844509931,223.6514747536861497494746882,-76.7243030855962559965650531,-206.7400062703824417051364813,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q2,LONG,7,386.0918797613711548136448815,35.69342082523156150541368282,88.88841467704110338853397798,100,223.9398699449848611982848812,-17.7202165868100413109662880,-68.1991522199669086633366880,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q2,SHORT,4,14.85169340137599382554409215,88.87834451874000043527161779,100,100,-162.4404050076850050641701934,-184.6255801336626307530000004,-184.6255801336626307530000004,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q3,ALL,6,42.72594482722252382328051198,77.89552881954729956282023015,100,100,-75.40517600825021779814805962,-108.9273305605538045974480596,-108.9273305605538045974480596,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q3,LONG,6,42.72594482722252382328051198,77.89552881954729956282023015,100,100,-75.40517600825021779814805962,-108.9273305605538045974480596,-108.9273305605538045974480596,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q3,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q4,ALL,9,41.04164008900512628310074090,40.46051969439804910505945377,100,100,-124.5467637695087392968992594,-368.2175713823699327961510712,-368.2175713823699327961510712,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q4,LONG,1,-74.37473878064757611428571440,0,0,0,-74.37473878064757611428571440,-74.37473878064757611428571440,-74.37473878064757611428571440,
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,QUARTER,2025-Q4,SHORT,8,115.4163788696527023973864553,40.46051969439804910505945377,100,100,-50.1720249888611631826135450,-293.8428326017223566818653568,-293.8428326017223566818653568,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2022,ALL,44,-343.1731077329327469886369956,9.641099182730392126283455190,28.52206337443529570431632361,47.29050161870687487782196586,-587.6633107803183557232084240,-1066.468754170956948962201153,-1542.420633749561241047883659,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2022,LONG,13,-176.0937983752650078974123523,33.67266173381428928909141801,100,100,-414.4700809902489648916320663,-884.0161019322928781576549645,-884.0161019322928781576549645,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2022,SHORT,31,-167.0793093576677390912246433,13.37478170973120124626002592,39.54145740984212866986218936,63.38151721432978004501346819,-411.5695124050533478257960717,-889.8947661428793879796670210,-1325.689621622292147370964694,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2023,ALL,6,-198.6244244219674815631949324,100,100,100,-334.3750178645984451707149328,-334.3750178645984451707149328,-334.3750178645984451707149328,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2023,LONG,4,-61.90969497667159694533714363,100,100,100,-197.6602884193025605528571440,-197.6602884193025605528571440,-197.6602884193025605528571440,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2023,SHORT,2,-136.7147294452958846178577888,0,0,0,-136.7147294452958846178577888,-136.7147294452958846178577888,-136.7147294452958846178577888,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2024,ALL,24,-418.2815079752971378694772457,20.57593764129800447966081906,57.13247746519249509990115029,86.22120430226187140899960032,-638.1485853033210034694772459,-1028.778636211569885540901131,-1339.610320500064585661186845,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2024,LONG,4,199.8409333418241783689495128,58.49765145717363156112501659,100,100,-7.6874898631175152096172297,-154.9227503880672615635668117,-154.9227503880672615635668117,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2024,SHORT,20,-618.1224413171213162384267585,30.80231961452603167153769677,78.31731603969488781903875697,100,-837.9895186451451818384267587,-1177.151748113301766607283901,-1331.922830636947070451569616,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2025,ALL,30,1195.446227619742032882653467,9.350678511472675250345785671,26.63062868853190431519494801,43.38293206389971361567187708,946.1526494358672836307414484,485.4608819675698548699784236,38.836431544719090563435567,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2025,LONG,11,622.3503018203430327462829971,22.75924680333699492349756787,61.55748115840081933600056540,89.10596486180899724848256309,389.5796436122259268233398410,-7.2300850303245919977020628,-288.9827607532181047838555151,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2025,SHORT,19,573.0959257993990001363704689,15.17033944017867191966810793,42.78980193784650481041244592,68.74318536398084096477282419,323.8023476155242508844584503,-130.0671693264024434202899892,-556.5580758609827460811323791,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q1,ALL,10,-197.1615230367743356078296651,50.41873377046796516447383446,100,100,-441.6517260841599443424010935,-682.0808868598145805871741085,-682.0808868598145805871741085,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q1,LONG,2,-141.7297829378421173032557149,0,0,0,-141.7297829378421173032557149,-141.7297829378421173032557149,-141.7297829378421173032557149,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q1,SHORT,8,-55.43174009893221830457395022,50.41873377046796516447383446,100,100,-299.9219431463178270391453786,-540.3511039219724632839183936,-540.3511039219724632839183936,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q2,ALL,15,19.0488713971278863307710596,24.24892512667404783137294954,68.03962479475919896818123877,100,-218.8472215650435175783268747,-648.4595159119716899996013944,-962.0094300303586595890526806,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q2,LONG,3,-277.3706268061516415406916224,0,0,0,-277.3706268061516415406916224,-277.3706268061516415406916224,-277.3706268061516415406916224,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q2,SHORT,12,296.4194982032795278714626820,24.24892512667404783137294954,68.03962479475919896818123877,100,58.5234052411081239623647477,-371.0888891058200484589097720,-684.6388032242070180483610582,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q3,ALL,14,287.6599883021155708941192100,22.27943556226996626186977488,66.16475922928546859914068872,100,49.2837056871316138998994960,-420.2623152549122993661234022,-782.2786192031488559266244500,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q3,LONG,7,330.9927826511982368535349849,33.67266173381428928909141801,100,100,92.6165000362142798593152709,-376.9295209058296334067076273,-376.9295209058296334067076273,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q3,SHORT,7,-43.33279434908266595941577503,56.05005182006659963690135380,100,100,-246.2431203091590634317134486,-405.3490982973192225199168224,-405.3490982973192225199168224,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q4,ALL,5,-452.7204443954018686056976002,0,0,0,-452.7204443954018686056976002,-452.7204443954018686056976002,-452.7204443954018686056976002,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q4,LONG,1,-87.986171282469485907000000,0,0,0,-87.986171282469485907000000,-87.986171282469485907000000,-87.986171282469485907000000,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q4,SHORT,4,-364.7342731129323826986976002,0,0,0,-364.7342731129323826986976002,-364.7342731129323826986976002,-364.7342731129323826986976002,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q1,ALL,4,-79.05917404658010553033778858,100,100,100,-214.8097674892110691378577890,-214.8097674892110691378577890,-214.8097674892110691378577890,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q1,LONG,3,6.82697287561075393751999960,100,100,100,-128.9236205670202096700000008,-128.9236205670202096700000008,-128.9236205670202096700000008,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q1,SHORT,1,-85.88614692219085946785778816,0,0,0,-85.88614692219085946785778816,-85.88614692219085946785778816,-85.88614692219085946785778816,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q2,ALL,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q2,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q2,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q3,ALL,1,-50.82858252310502515000000062,0,0,0,-50.82858252310502515000000062,-50.82858252310502515000000062,-50.82858252310502515000000062,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q3,SHORT,1,-50.82858252310502515000000062,0,0,0,-50.82858252310502515000000062,-50.82858252310502515000000062,-50.82858252310502515000000062,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q4,ALL,1,-68.73666785228235088285714323,0,0,0,-68.73666785228235088285714323,-68.73666785228235088285714323,-68.73666785228235088285714323,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q4,LONG,1,-68.73666785228235088285714323,0,0,0,-68.73666785228235088285714323,-68.73666785228235088285714323,-68.73666785228235088285714323,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q4,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q1,ALL,4,-342.3680924697543554829942866,0,0,0,-342.3680924697543554829942866,-342.3680924697543554829942866,-342.3680924697543554829942866,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q1,LONG,1,-99.23104302277887673714285726,0,0,0,-99.23104302277887673714285726,-99.23104302277887673714285726,-99.23104302277887673714285726,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q1,SHORT,3,-243.1370494469754787458514294,0,0,0,-243.1370494469754787458514294,-243.1370494469754787458514294,-243.1370494469754787458514294,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q2,ALL,7,-28.1364289912748598636058909,53.12658939639181350824455874,100,100,-235.6648521962165534421726334,-418.7664798995237419350297758,-418.7664798995237419350297758,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q2,LONG,1,207.5284232049416935785667425,100,100,100,0E-25,0E-25,0E-25,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q2,SHORT,6,-235.6648521962165534421726334,100,100,100,-418.7664798995237419350297758,-418.7664798995237419350297758,-418.7664798995237419350297758,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q3,ALL,6,30.05030965171681809271258555,58.68784894071549982229420231,100,100,-189.8167676763070475072874146,-344.5878501999523513515731292,-344.5878501999523513515731292,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q3,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q3,SHORT,6,30.05030965171681809271258555,58.68784894071549982229420231,100,100,-189.8167676763070475072874146,-344.5878501999523513515731292,-344.5878501999523513515731292,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q4,ALL,7,-77.82729616598474061558965391,51.45490630390912453867487234,100,100,-233.8878979308341368915896539,-381.1231584557838832455392359,-381.1231584557838832455392359,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q4,LONG,2,91.54355315966136152752562761,100,100,100,-55.69170736528838482642395439,-55.69170736528838482642395439,-55.69170736528838482642395439,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q4,SHORT,5,-169.3708493256461021431152815,100,100,100,-325.4314510904954984191152815,-325.4314510904954984191152815,-325.4314510904954984191152815,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q1,ALL,8,360.4114243437923196021651474,30.25114488425639920921089135,81.16002369706052734493166148,100,132.4903150836119967643452787,-251.0722963349417995828695182,-393.0182727213170626976182078,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q1,LONG,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q1,SHORT,8,360.4114243437923196021651474,30.25114488425639920921089135,81.16002369706052734493166148,100,132.4903150836119967643452787,-251.0722963349417995828695182,-393.0182727213170626976182078,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q2,ALL,9,391.3688338812937424373328595,27.20781108663175065912405146,79.41230183868781166084930056,100,158.5981756731766365143897034,-288.0262747496741277921531528,-464.1599606511202537735807712,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q2,LONG,5,456.5420399971383727161045752,36.97234905497918456514566828,100,100,223.7713817890212667931614191,-173.0383468535292520278804847,-173.0383468535292520278804847,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q2,SHORT,4,-65.17320611584463027877171576,100,100,100,-291.1216137975910017457002866,-291.1216137975910017457002866,-291.1216137975910017457002866,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q3,ALL,5,243.7998660190074951730355649,36.25348354580250468439968663,100,100,101.2614498368156637044855646,-149.3717749961500473424342858,-149.3717749961500473424342858,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q3,LONG,5,243.7998660190074951730355649,36.25348354580250468439968663,100,100,101.2614498368156637044855646,-149.3717749961500473424342858,-149.3717749961500473424342858,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q3,SHORT,0,0,0,0,0,0,0,0,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q4,ALL,8,199.8661033756484756701198943,37.54885768988168965235077536,100,100,-49.4274748082262735817921243,-464.0517719504284087697583778,-464.0517719504284087697583778,RESULT_DEPENDS_ON_FEW_TRADES
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q4,LONG,1,-77.99160419580283514285714298,0,0,0,-77.99160419580283514285714298,-77.99160419580283514285714298,-77.99160419580283514285714298,
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q4,SHORT,7,277.8577075714513108129770373,37.54885768988168965235077536,100,100,28.5641293875765615610650187,-386.0601677546255736269012348,-386.0601677546255736269012348,RESULT_DEPENDS_ON_FEW_TRADES
