configuration,dimension,period,side,trades,gross_pnl,fees,funding,net_pnl
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,REGIME,HIGH_VOLATILITY,SHORT,1,184.4888517781401599999999997,1.054032748579537920000000000,0,183.4348190295606220799999997
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,REGIME,RANGING,LONG,3,-229.5783482772984557142857145,7.050358418272644872142857142,-0.039189354680049120000000,-236.6678960502511497064285716
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,REGIME,RANGING,SHORT,6,53.17952851067559142857142807,13.68097822886826973428571428,0.449548006203222871998208,39.94809828801054456628392183
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,REGIME,TRENDING_DOWN,SHORT,75,-629.0665838974647442857142878,163.1621223898466956721428571,0.220237770468326986821167,-792.0084685168431129710359782
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,REGIME,TRENDING_UP,LONG,37,668.4732547121949471428571427,86.51838777924964403357142856,-15.960014098850136661724744,565.9948528340951664475609704
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VOLATILITY,EXTREME,LONG,35,555.3895582708665842857142855,81.61936598413551965214285713,-12.846440680119296303461656,460.9237516066117683301097726
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VOLATILITY,EXTREME,SHORT,77,-162.1598584565050242857142879,165.9813841225739908521428572,-0.028719372442740655309649,-328.1699619515217557931667944
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VOLATILITY,HIGH,LONG,5,-116.4946518359700928571428574,11.94938021338676925357142857,-3.152762773410889478263088,-131.5967948227677515889773739
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,VOLATILITY,HIGH,SHORT,5,-229.2383451521439685714285721,11.91574924472051247428571429,0.698505149114290514129024,-240.4555892477501905315852625
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2022,LONG,16,-121.8918901122816142857142847,36.79216453772434362285714286,-4.274956152155638573474374,-162.9590108021615964820458014
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2022,SHORT,39,-99.24649100845619857142857221,85.54186875402748136928571431,-4.009133161742459065633464,-188.7974929242261390063477505
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2023,LONG,4,-79.38553530655918857142857197,9.520817164882389465714285712,-0.968097441322570881400000,-89.87444991276414891854285766
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2023,SHORT,2,-131.1534442497591471428571442,4.846809765015953093571428572,-0.443183492811309113671124,-136.4434375075864093500996968
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2024,LONG,6,245.0737452278565785714285709,13.67853908224174127928571428,-3.677874454791177673061478,227.7173316908236596190813787
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2024,SHORT,19,-535.4210857393521985714285708,40.63988912583123994928571430,3.758109384990272851299818,-572.3028654801931656694144674
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2025,LONG,14,395.0985866258807157142857139,33.57722541267381453785714286,-7.078275405260798653788892,354.4430858079461025226396791
FUTURES_LONG_SHORT_TIME_EXIT_24_1X,YEAR,2025,SHORT,22,374.4228173889185514285714273,46.86856572241982891428571428,1.363993046235045186824145,328.9182447127337677011098578
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q1,LONG,2,-134.8694823498139771428571435,4.990972528386443891428571428,-1.869328059641696268970000,-141.7297829378421173032557149
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q1,SHORT,8,-39.82354146331550857142857178,17.83309361255767573428571429,2.224894976940966001140336,-55.43174009893221830457395022
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q2,LONG,3,-270.4791978853427099999999994,6.438722826677566064999999999,-0.452706094131365475691623,-277.3706268061516415406916224
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q2,SHORT,12,324.1977358726487449999999979,25.59027288256931294750000000,-2.187964786799904181037316,296.4194982032795278714626820
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q3,LONG,7,352.5669045199726542857142872,16.61309411589789001714285715,-4.961027752876527415036445,330.9927826511982368535349849
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q3,SHORT,7,-24.56584082242696428571428477,17.40518332610538497214285714,-1.361770200550316701558633,-43.33279434908266595941577503
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q4,LONG,1,-84.831693066761760,2.48497097372914824,-0.669507241978577667000000,-87.986171282469485907000000
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2022-Q4,SHORT,4,-353.3231758818458028571428576,9.226350272821633241428571429,-2.184746958264946600126171,-364.7342731129323826986976002
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q1,LONG,3,15.00557420634103999999999960,7.208917098431745229999999999,-0.969684232298540832480000,6.82697287561075393751999960
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q1,SHORT,1,-83.50175112615637714285714359,2.439857395391876588571428572,0.055461599357394263570784,-85.88614692219085946785778816
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q3,SHORT,1,-47.90967024368340000000000062,2.41839676100880825000000,-0.500515518412816900000000,-50.82858252310502515000000062
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2023-Q4,LONG,1,-66.38812714246889142857142894,2.348540709813459454285714286,0,-68.73666785228235088285714323
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q1,LONG,1,-96.02794288413390857142857155,2.112165831093628165714285714,-1.090934307551340000000000,-99.23104302277887673714285726
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q1,SHORT,3,-239.1066556350531328571428579,6.909959216843082316428571428,2.879565404920736427720000,-243.1370494469754787458514294
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q2,LONG,1,214.8641369647880407142857144,2.327211447664077130357142857,-5.008502312182270005361829,207.5284232049416935785667425
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q2,SHORT,6,-224.2308491459303742857142861,12.53985676419187426714285715,1.105853713905695110684510,-235.6648521962165534421726334
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q3,SHORT,6,41.31860967027665428571428644,12.01706988383315802285714286,0.748769865273321829855442,30.05030965171681809271258555
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q4,LONG,2,98.52100677114264642857142834,4.618296938261214423214285714,-2.359156673220070477831515,91.54355315966136152752562761
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2024-Q4,SHORT,5,-159.7778771239870414285714279,10.63520923107108286071428571,1.042237029412022146170432,-169.3708493256461021431152815
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q1,SHORT,8,371.8064712643518257142857145,15.33298604962048972714285714,3.937939129060983615022290,360.4114243437923196021651474
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q2,LONG,5,472.7291609731782471428571418,12.01761873555124187357142857,-4.169502240488632553181138,456.5420399971383727161045752
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q2,SHORT,4,-56.55019616587233642857143009,8.382563459472937908214285715,-0.240446490499355941986000,-65.17320611584463027877171576
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q3,LONG,5,263.7971975155184792857142861,12.60311163256307021964285714,-7.394219863947913893035864,243.7998660190074951730355649
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q4,LONG,1,-74.94557523123977142857142869,2.540866888661084314285714286,-0.505162075901979400000000,-77.99160419580283514285714298
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,QUARTER,2025-Q4,SHORT,7,290.1354416062399542857142852,16.69665051864417370285714286,4.418916483855530230119895,277.8577075714513108129770373
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,REGIME,HIGH_VOLATILITY,SHORT,1,-94.40735318716528571428571415,1.190502438851182642857142857,-0.200005498992183368007300,-95.79786112500865172515015701
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,REGIME,RANGING,LONG,1,-62.01759849504868285714285755,2.383197911682231788571428571,0,-64.40079640673091464571428612
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,REGIME,RANGING,SHORT,5,207.0137781624019642857142851,12.00811235743830912785714286,0.482753009369211973434040,195.4884188143328671312911823
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,REGIME,TRENDING_DOWN,SHORT,66,-313.9377241699904371428571472,144.2288345778419987685714286,9.655446737822280694148829,-448.5111120100101552172797481
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,REGIME,TRENDING_UP,LONG,31,751.9595608862287721428571429,73.92129181504833723607142859,-29.449730854218913988588414,648.5885382169615209181973001
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,VOLATILITY,EXTREME,LONG,28,744.9476181622933464285714282,66.43860032562236243321428573,-25.157339905705360239240858,653.3516779309656237561162844
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,VOLATILITY,EXTREME,SHORT,67,79.5928993340213828571428525,145.4294903875833467785714286,7.611072744472518842162257,-58.2255183090894450792663189
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,VOLATILITY,HIGH,LONG,4,-55.00565577111325714285714281,9.865889401108206591428571429,-4.292390948513553749347556,-69.16393612073501748363327028
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,VOLATILITY,HIGH,SHORT,5,-280.9241985287751414285714292,11.99795898654814376071428571,2.327121503726790457413312,-290.5950360115964947318724029
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2022,LONG,13,-137.6134687819457928571428556,30.52776044469104821357142858,-7.952569148628166826698068,-176.0937983752650078974123523
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2022,SHORT,31,-93.51482229493953071428571638,70.05490009405400689535714287,-3.509586968674201481581784,-167.0793093576677390912246433
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2023,LONG,4,-51.38255293612785142857142934,9.557457808245204684285714285,-0.969684232298540832480000,-61.90969497667159694533714363
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2023,SHORT,2,-131.4114213698397771428571442,4.858254156400684838571428572,-0.445053919055422636429216,-136.7147294452958846178577888
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2024,LONG,4,217.3572008517967785714285711,9.057674217018919719285714285,-8.458593292953680483193344,199.8409333418241783689495128
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2024,SHORT,20,-581.7967722346938942857142856,42.10209509593919746714285716,5.776426013511775514430384,-618.1224413171213162384267585
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2025,LONG,11,661.5807832574569549999999992,27.16159725677539640750000000,-12.068884180338525846217002,622.3503018203430327462829971
FUTURES_LONG_SHORT_TARGET_R_2_5_1X,YEAR,2025,SHORT,19,605.3917167047194435714285696,40.41220002773760133821428571,8.116409122417157903156185,573.0959257993990001363704689
