timestamp,market,mode,side,regime,short_ema,long_ema,close,previous_close,atr,atr_relative,volume_ratio,pullback_age,pullback_depth_atr,entry_extension_atr,trend_persistence,regime_matched,ema_alignment,price_long_ema_side,pullback_started,pullback_age_valid,pullback_depth_min,pullback_depth_max,long_ema_not_crossed,resumption_cross,directional_close_confirmation,entry_extension_valid,volume_valid,volatility_valid,first_failure_code,all_failure_codes,hypothetical_signal_without_failed_rule
2022-07-20T02:59:59.999000+00:00,FUTURES,LONG,LONG,RANGING,1543.217049946632312934028799,1500.037375448707492999516702,1545.24,1539.08,33.12928571428571428571428571,0.02143957295584227322986350710,0.4358506759244929436450904798,3,0.6173267737147271047087988190,1.364431003467141928821642854,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-07-20T02:59:59.999000+00:00,FUTURES,LONG,LONG,RANGING,1543.217049946632312934028799,1500.037375448707492999516702,1545.24,1539.08,33.12928571428571428571428571,0.02143957295584227322986350710,0.4358506759244929436450904798,3,0.6173267737147271047087988190,1.364431003467141928821642854,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-05-28T09:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1758.396799508175223548721741,1793.647090761677929858267543,1756.35,1759.93,24.95357142857142857142857143,0.01420763027219599087393092005,0.4008181753587707520844212801,6,0.4379556568349153414649431643,1.494659426544986454889782745,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-14T08:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1218.770562433714330651282850,1307.956407666311617542116994,1218.35,1240.22,53.28357142857142857142857143,0.04373420727095779420645017559,0.5730064440040688984661623170,3,0.4018510046664262420731393641,1.681689219845788229539576546,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-15T02:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1204.894085763763045235475162,1253.838455174068836176334875,1203.99,1220.17,34.75928571428571428571428571,0.02887007841783213671684506160,0.5071376850525413745473166199,1,0.4068658825183745733704827858,1.434104704676990128986474837,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-05-28T09:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1758.396799508175223548721741,1793.647090761677929858267543,1756.35,1759.93,24.95357142857142857142857143,0.01420763027219599087393092005,0.4008181753587707520844212801,6,0.4379556568349153414649431643,1.494659426544986454889782745,True,True,True,True,True,True,True,True,True,True,True,True,False,True,VOLUME_REJECTED,VOLUME_REJECTED,True
2022-06-14T08:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1218.770562433714330651282850,1307.956407666311617542116994,1218.35,1240.22,53.28357142857142857142857143,0.04373420727095779420645017559,0.5730064440040688984661623170,3,0.4018510046664262420731393641,1.681689219845788229539576546,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-15T02:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1204.894085763763045235475162,1253.838455174068836176334875,1203.99,1220.17,34.75928571428571428571428571,0.02887007841783213671684506160,0.5071376850525413745473166199,1,0.4068658825183745733704827858,1.434104704676990128986474837,True,True,True,True,True,True,True,True,True,True,True,True,False,True,VOLUME_REJECTED,VOLUME_REJECTED,True
2022-06-15T03:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1201.806077595785612355906099,1250.647535363321038679223703,1172.47,1203.99,34.69857142857142857142857143,0.02959442154474863200886041556,0.7018290424339274561328992355,2,0.4068658825183745733704827858,2.253047665787999797252113800,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-05-28T09:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1758.396799508175223548721741,1793.647090761677929858267543,1756.35,1759.93,24.95357142857142857142857143,0.01420763027219599087393092005,0.4008181753587707520844212801,6,0.4379556568349153414649431643,1.494659426544986454889782745,True,True,True,True,True,True,True,True,True,True,True,True,False,True,VOLUME_REJECTED,VOLUME_REJECTED,True
2022-06-14T08:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1218.770562433714330651282850,1307.956407666311617542116994,1218.35,1240.22,53.28357142857142857142857143,0.04373420727095779420645017559,0.5730064440040688984661623170,3,0.4018510046664262420731393641,1.681689219845788229539576546,True,True,True,True,True,True,True,True,True,True,True,True,False,True,VOLUME_REJECTED,VOLUME_REJECTED,True
2022-06-14T09:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1216.052413630503442017827340,1303.339685797044495285563386,1190.23,1218.35,54.85214285714285714285714286,0.04608533044633630234732542690,0.6601006714254661090145492264,4,0.4018510046664262420731393641,2.062083264306151516411505481,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-15T02:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1204.894085763763045235475162,1253.838455174068836176334875,1203.99,1220.17,34.75928571428571428571428571,0.02887007841783213671684506160,0.5071376850525413745473166199,1,0.4068658825183745733704827858,1.434104704676990128986474837,True,True,True,True,True,True,True,True,True,True,True,True,False,True,VOLUME_REJECTED,VOLUME_REJECTED,True
2022-06-15T03:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1201.806077595785612355906099,1250.647535363321038679223703,1172.47,1203.99,34.69857142857142857142857143,0.02959442154474863200886041556,0.7018290424339274561328992355,2,0.4068658825183745733704827858,2.253047665787999797252113800,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-05-28T09:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1758.396799508175223548721741,1793.647090761677929858267543,1756.35,1759.93,24.95357142857142857142857143,0.01420763027219599087393092005,0.4008181753587707520844212801,6,0.4379556568349153414649431643,1.494659426544986454889782745,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-14T08:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1218.770562433714330651282850,1307.956407666311617542116994,1218.35,1240.22,53.28357142857142857142857143,0.04373420727095779420645017559,0.5730064440040688984661623170,3,0.4018510046664262420731393641,1.681689219845788229539576546,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-15T02:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1204.894085763763045235475162,1253.838455174068836176334875,1203.99,1220.17,34.75928571428571428571428571,0.02887007841783213671684506160,0.5071376850525413745473166199,1,0.4068658825183745733704827858,1.434104704676990128986474837,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-15T14:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1133.481916585653286537236720,1196.625173383622554047269695,1106.00,1139.35,51.91642857142857142857142857,0.04694071299405838284680960992,1.282762955098069330698923759,1,0.05995897690164885698881033252,1.745597219942374085634571674,True,True,True,True,True,True,True,True,True,True,True,False,True,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED,True
2022-05-28T09:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1758.396799508175223548721741,1793.647090761677929858267543,1756.35,1759.93,24.95357142857142857142857143,0.01420763027219599087393092005,0.4008181753587707520844212801,6,0.4379556568349153414649431643,1.494659426544986454889782745,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
2022-06-14T08:59:59.999000+00:00,FUTURES,SHORT,SHORT,RANGING,1218.770562433714330651282850,1307.956407666311617542116994,1218.35,1240.22,53.28357142857142857142857143,0.04373420727095779420645017559,0.5730064440040688984661623170,3,0.4018510046664262420731393641,1.681689219845788229539576546,True,True,True,True,True,True,True,True,True,True,True,False,False,True,PRICE_OVEREXTENDED,PRICE_OVEREXTENDED;VOLUME_REJECTED,False
