fold_count,completed_fold_count,failed_fold_count,total_evaluated_candles,total_entries,total_closed_trades,positive_fold_count,negative_fold_count,flat_fold_count,positive_fold_percent,mean_net_return,median_net_return,worst_net_return,best_net_return,mean_max_drawdown,worst_max_drawdown,mean_profit_factor,median_profit_factor,mean_expectancy,benchmark_win_count,benchmark_loss_count,benchmark_tie_count,benchmark_win_percent,parameter_selection_frequency,warnings
2,2,0,4244,6,6,1,1,0,50.0,0.21684022566992397194200,0.21684022566992397194200,-0.1744049362841342713800,0.60808538762398221526400,0.2780325376585851790318094886,0.2816075314416241566944982912,1.260378682932744576897975044,1.260378682932744576897975044,-2.63939293796689141636,2,0,0,100,{},['TOO_FEW_TRADES']
