segment,start_time,end_time,input_start_time,requested_evaluation_start_time,effective_evaluation_start_time,input_candle_count,candle_count,warmup_candle_count,evaluated_candle_count,segment_hash,warnings,failed,error,entry_count,closed_trade_count,net_return,maximum_drawdown_percent
development,2025-01-05T04:00:00+00:00,2025-05-25T18:59:59.999000+00:00,2025-01-01T00:00:00+00:00,2025-01-01T00:00:00+00:00,2025-01-05T04:00:00+00:00,3475,3375,100,3375,4fd8e9a62ed4548f6f0e63ea90955a39b73227d064ef21a2f5b199b6628dc1df,WARMUP_REDUCED_EVALUATION_PERIOD: requested=2025-01-01T00:00:00+00:00 effective=2025-01-05T04:00:00+00:00,False,,5,5,0.60808538762398221526400,0.2816075314416241566944982912
validation,2025-05-25T19:00:00+00:00,2025-06-30T23:59:59.999000+00:00,2025-05-21T15:00:00+00:00,2025-05-25T19:00:00+00:00,2025-05-25T19:00:00+00:00,969,869,100,869,b0f449682dc479dfc3f0cdad51800ce073b60ea375273e45b10722dfb3a1f22c,,False,,1,1,-0.1744049362841342713800,0.2744575438755462013691206859
