regime,candle_count,entry_count,closed_trade_count,net_return,win_rate,profit_factor,expectancy,maximum_drawdown_percent,exposure_percent,total_costs
RANGING,3216,0,0,0,,,,0.2204560070591945918105164219,0.05101290341273199508868542722,0
TRENDING_DOWN,95,0,0,0,,,,0,0,0
TRENDING_UP,64,5,5,60.8085387623982215264,60.0,2.520757365865489153795950089,12.16170775247964430528,0.2816075314416241566944982912,4.334197420902894240567614598,10.1707083044016352736
RANGING,843,0,0,0,,,,0.2744575438755462013691206859,0.1712036093691926091855339273,0
TRENDING_DOWN,17,0,0,0,,,,0,0,0
TRENDING_UP,9,1,1,-17.440493628413427138,0,0E+18,-17.440493628413427138,0.06266315644015281092740930544,3.877015365767187227882168037,1.970459827833696138
